VictimaID,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO
676,PEATON,MASCULINO,65.0,2021-09-21
677,CONDUCTOR,MASCULINO,31.0,2021-10-16
678,CONDUCTOR,FEMENINO,31.0,2021-10-18
679,CONDUCTOR,MASCULINO,22.0,2021-10-23
680,PEATON,MASCULINO,,2021-10-25
681,CONDUCTOR,MASCULINO,32.0,2021-10-28
682,CONDUCTOR,MASCULINO,26.0,2021-11-02
683,CONDUCTOR,MASCULINO,38.0,2021-11-06
684,CONDUCTOR,MASCULINO,30.0,2021-11-09
685,CONDUCTOR,MASCULINO,32.0,2021-11-11
686,CICLISTA,MASCULINO,53.0,2021-11-19
687,CONDUCTOR,MASCULINO,49.0,2021-11-20
688,PEATON,MASCULINO,75.0,2021-11-25
689,PEATON,FEMENINO,73.0,2021-11-27
690,CONDUCTOR,MASCULINO,45.0,2021-12-07
691,CONDUCTOR,MASCULINO,41.0,2021-12-11
692,PEATON,MASCULINO,73.0,2022-01-03
693,CONDUCTOR,MASCULINO,24.0,2021-12-11
694,PEATON,FEMENINO,50.0,2021-12-12
695,PASAJERO_ACOMPAÑANTE,FEMENINO,18.0,2021-12-18
696,PASAJERO_ACOMPAÑANTE,FEMENINO,43.0,2021-12-20
697,CONDUCTOR,MASCULINO,27.0,2022-01-02
698,CONDUCTOR,MASCULINO,60.0,2021-12-20
