HechoVictimaID,ID_HECHO,FechaID,VictimaID
1146,2016-0113,85,406
1147,2016-0113,86,406
1148,2016-0113,85,479
1149,2016-0113,86,479
1150,2016-0113,85,83
1151,2016-0113,86,83
1152,2016-0113,85,239
1153,2016-0113,86,239
1154,2016-0113,85,246
1155,2016-0113,86,246
1156,2016-0113,85,406
1157,2016-0113,86,406
1158,2016-0113,85,479
1159,2016-0113,86,479
1160,2016-0114,87,84
1161,2016-0115,88,61
1162,2016-0115,89,61
1163,2016-0115,88,61
1164,2016-0115,89,61
1165,2016-0116,88,3
1166,2016-0116,89,3
1167,2016-0116,88,6
1168,2016-0116,89,6
1169,2016-0116,88,19
1170,2016-0116,89,19
1171,2016-0116,88,41
1172,2016-0116,89,41
1173,2016-0116,88,50
1174,2016-0116,89,50
1175,2016-0116,88,55
1176,2016-0116,89,55
1177,2016-0116,88,85
1178,2016-0116,89,85
1179,2016-0116,88,136
1180,2016-0116,89,136
1181,2016-0116,88,142
1182,2016-0116,89,142
1183,2016-0116,88,261
1184,2016-0116,89,261
1185,2016-0116,88,334
1186,2016-0116,89,334
1187,2016-0116,88,356
1188,2016-0116,89,356
1189,2016-0116,88,389
1190,2016-0116,89,389
1191,2016-0116,88,476
1192,2016-0116,89,476
1193,2016-0116,88,620
1194,2016-0116,89,620
1195,2016-0116,88,684
1196,2016-0116,89,684
1197,2016-0116,88,3
1198,2016-0116,89,3
1199,2016-0116,88,6
1200,2016-0116,89,6
1201,2016-0116,88,19
1202,2016-0116,89,19
1203,2016-0116,88,41
1204,2016-0116,89,41
1205,2016-0116,88,50
1206,2016-0116,89,50
1207,2016-0116,88,55
1208,2016-0116,89,55
1209,2016-0116,88,85
1210,2016-0116,89,85
1211,2016-0116,88,136
1212,2016-0116,89,136
1213,2016-0116,88,142
1214,2016-0116,89,142
1215,2016-0116,88,261
1216,2016-0116,89,261
1217,2016-0116,88,334
1218,2016-0116,89,334
1219,2016-0116,88,356
1220,2016-0116,89,356
1221,2016-0116,88,389
1222,2016-0116,89,389
1223,2016-0116,88,476
1224,2016-0116,89,476
1225,2016-0116,88,620
1226,2016-0116,89,620
1227,2016-0116,88,684
1228,2016-0116,89,684
1229,2016-0117,90,86
1230,2016-0117,90,122
1231,2016-0117,90,143
1232,2016-0117,90,163
1233,2016-0117,90,323
1234,2016-0117,90,421
1235,2016-0117,90,437
1236,2016-0117,90,486
1237,2016-0117,90,565
1238,2016-0118,91,81
1239,2016-0118,92,81
1240,2016-0118,91,87
1241,2016-0118,92,87
1242,2016-0118,91,140
1243,2016-0118,92,140
1244,2016-0118,91,266
1245,2016-0118,92,266
1246,2016-0118,91,342
1247,2016-0118,92,342
1248,2016-0118,91,361
1249,2016-0118,92,361
1250,2016-0118,91,378
1251,2016-0118,92,378
1252,2016-0118,91,398
1253,2016-0118,92,398
1254,2016-0118,91,446
1255,2016-0118,92,446
1256,2016-0118,91,587
1257,2016-0118,92,587
1258,2016-0118,91,604
1259,2016-0118,92,604
1260,2016-0118,91,641
1261,2016-0118,92,641
1262,2016-0118,91,668
1263,2016-0118,92,668
1264,2016-0118,91,697
1265,2016-0118,92,697
1266,2016-0118,91,81
1267,2016-0118,92,81
1268,2016-0118,91,87
1269,2016-0118,92,87
1270,2016-0118,91,140
1271,2016-0118,92,140
1272,2016-0118,91,266
1273,2016-0118,92,266
1274,2016-0118,91,342
1275,2016-0118,92,342
1276,2016-0118,91,361
1277,2016-0118,92,361
1278,2016-0118,91,378
1279,2016-0118,92,378
1280,2016-0118,91,398
1281,2016-0118,92,398
1282,2016-0118,91,446
1283,2016-0118,92,446
1284,2016-0118,91,587
1285,2016-0118,92,587
1286,2016-0118,91,604
1287,2016-0118,92,604
1288,2016-0118,91,641
1289,2016-0118,92,641
1290,2016-0118,91,668
1291,2016-0118,92,668
1292,2016-0118,91,697
1293,2016-0118,92,697
1294,2016-0119,91,88
1295,2016-0119,92,88
1296,2016-0119,91,159
1297,2016-0119,92,159
1298,2016-0119,91,511
1299,2016-0119,92,511
1300,2016-0119,91,88
1301,2016-0119,92,88
1302,2016-0119,91,159
1303,2016-0119,92,159
1304,2016-0119,91,511
1305,2016-0119,92,511
1306,2016-0122,93,89
1307,2016-0123,94,90
1308,2016-0124,95,91
1309,2016-0124,95,498
1310,2016-0124,95,507
1311,2016-0125,96,3
1312,2016-0125,96,6
1313,2016-0125,96,19
1314,2016-0125,96,41
1315,2016-0125,96,50
1316,2016-0125,96,55
1317,2016-0125,96,85
1318,2016-0125,96,136
1319,2016-0125,96,142
1320,2016-0125,96,261
1321,2016-0125,96,334
1322,2016-0125,96,356
1323,2016-0125,96,389
1324,2016-0125,96,476
1325,2016-0125,96,620
1326,2016-0125,96,684
1327,2016-0126,97,92
1328,2016-0126,97,167
1329,2016-0126,97,198
1330,2016-0126,97,305
1331,2016-0126,97,380
1332,2016-0126,97,402
1333,2016-0126,97,626
1334,2016-0126,97,93
1335,2016-0127,98,21
1336,2016-0127,98,94
1337,2016-0127,98,119
1338,2016-0127,98,644
1339,2016-0128,99,95
1340,2016-0128,99,591
1341,2016-0130,100,5
1342,2016-0130,100,69
1343,2016-0130,100,75
1344,2016-0130,100,96
1345,2016-0130,100,118
1346,2016-0130,100,132
1347,2016-0130,100,235
1348,2016-0130,100,399
1349,2016-0130,100,404
1350,2016-0130,100,490
1351,2016-0130,100,503
1352,2016-0130,100,535
1353,2016-0130,100,551
1354,2016-0131,101,65
1355,2016-0131,101,97
1356,2016-0131,101,286
1357,2016-0131,101,351
1358,2016-0131,101,508
1359,2016-0132,102,98
1360,2016-0132,102,158
1361,2016-0132,102,178
1362,2016-0132,102,295
1363,2016-0133,103,99
1364,2016-0133,103,161
1365,2016-0133,103,219
1366,2016-0133,103,469
1367,2016-0133,103,504
1368,2016-0133,103,567
1369,2016-0133,103,569
1370,2016-0133,103,614
1371,2016-0133,103,655
1372,2016-0133,103,691
1373,2016-0134,104,100
1374,2016-0134,104,189
1375,2016-0134,104,313
1376,2016-0134,104,344
1377,2016-0134,104,395
1378,2016-0134,104,417
1379,2016-0134,104,447
1380,2016-0134,104,450
1381,2016-0134,104,487
1382,2016-0134,104,517
1383,2016-0134,104,525
1384,2016-0135,105,28
1385,2016-0135,105,101
1386,2016-0135,105,397
1387,2016-0136,106,102
1388,2016-0136,107,102
1389,2016-0136,106,102
1390,2016-0136,107,102
1391,2016-0137,106,3
1392,2016-0137,107,3
1393,2016-0137,106,6
1394,2016-0137,107,6
1395,2016-0137,106,19
1396,2016-0137,107,19
1397,2016-0137,106,41
1398,2016-0137,107,41
1399,2016-0137,106,50
1400,2016-0137,107,50
1401,2016-0137,106,55
1402,2016-0137,107,55
1403,2016-0137,106,85
1404,2016-0137,107,85
1405,2016-0137,106,136
1406,2016-0137,107,136
1407,2016-0137,106,142
1408,2016-0137,107,142
1409,2016-0137,106,261
1410,2016-0137,107,261
1411,2016-0137,106,334
1412,2016-0137,107,334
1413,2016-0137,106,356
1414,2016-0137,107,356
1415,2016-0137,106,389
1416,2016-0137,107,389
1417,2016-0137,106,476
1418,2016-0137,107,476
1419,2016-0137,106,620
1420,2016-0137,107,620
1421,2016-0137,106,684
1422,2016-0137,107,684
1423,2016-0137,106,3
1424,2016-0137,107,3
1425,2016-0137,106,6
1426,2016-0137,107,6
1427,2016-0137,106,19
1428,2016-0137,107,19
1429,2016-0137,106,41
1430,2016-0137,107,41
1431,2016-0137,106,50
1432,2016-0137,107,50
1433,2016-0137,106,55
1434,2016-0137,107,55
1435,2016-0137,106,85
1436,2016-0137,107,85
1437,2016-0137,106,136
1438,2016-0137,107,136
1439,2016-0137,106,142
1440,2016-0137,107,142
1441,2016-0137,106,261
1442,2016-0137,107,261
1443,2016-0137,106,334
1444,2016-0137,107,334
1445,2016-0137,106,356
1446,2016-0137,107,356
1447,2016-0137,106,389
1448,2016-0137,107,389
1449,2016-0137,106,476
1450,2016-0137,107,476
1451,2016-0137,106,620
1452,2016-0137,107,620
1453,2016-0137,106,684
1454,2016-0137,107,684
1455,2016-0138,108,103
1456,2016-0139,109,104
1457,2016-0140,110,105
1458,2016-0140,110,647
1459,2016-0142,111,106
1460,2016-0142,111,169
1461,2016-0142,111,275
1462,2016-0142,111,558
1463,2016-0142,111,658
1464,2016-0143,112,68
1465,2016-0143,112,107
1466,2016-0143,112,180
1467,2016-0143,112,335
1468,2016-0143,112,423
1469,2016-0143,112,484
1470,2016-0143,112,491
1471,2016-0144,113,108
1472,2016-0144,114,108
1473,2016-0144,113,269
1474,2016-0144,114,269
1475,2016-0144,113,108
1476,2016-0144,114,108
1477,2016-0144,113,269
1478,2016-0144,114,269
1479,2016-0145,113,109
1480,2016-0145,114,109
1481,2016-0145,113,187
1482,2016-0145,114,187
1483,2016-0145,113,272
1484,2016-0145,114,272
1485,2016-0145,113,475
1486,2016-0145,114,475
1487,2016-0145,113,595
1488,2016-0145,114,595
1489,2016-0145,113,622
1490,2016-0145,114,622
1491,2016-0145,113,669
1492,2016-0145,114,669
1493,2016-0145,113,109
1494,2016-0145,114,109
1495,2016-0145,113,187
1496,2016-0145,114,187
1497,2016-0145,113,272
1498,2016-0145,114,272
1499,2016-0145,113,475
1500,2016-0145,114,475
1501,2016-0145,113,595
1502,2016-0145,114,595
1503,2016-0145,113,622
1504,2016-0145,114,622
1505,2016-0145,113,669
1506,2016-0145,114,669
1507,2016-0146,115,110
1508,2016-0146,115,435
1509,2016-0147,116,111
1510,2016-0147,117,111
1511,2016-0147,116,111
1512,2016-0147,117,111
1513,2016-0148,116,34
1514,2016-0148,117,34
1515,2016-0148,116,165
1516,2016-0148,117,165
1517,2016-0148,116,341
1518,2016-0148,117,341
1519,2016-0148,116,353
1520,2016-0148,117,353
1521,2016-0148,116,359
1522,2016-0148,117,359
1523,2016-0148,116,373
1524,2016-0148,117,373
1525,2016-0148,116,403
1526,2016-0148,117,403
1527,2016-0148,116,436
1528,2016-0148,117,436
1529,2016-0148,116,451
1530,2016-0148,117,451
1531,2016-0148,116,512
1532,2016-0148,117,512
1533,2016-0148,116,530
1534,2016-0148,117,530
1535,2016-0148,116,534
1536,2016-0148,117,534
1537,2016-0148,116,561
1538,2016-0148,117,561
1539,2016-0148,116,34
1540,2016-0148,117,34
1541,2016-0148,116,165
1542,2016-0148,117,165
1543,2016-0148,116,341
1544,2016-0148,117,341
1545,2016-0148,116,353
1546,2016-0148,117,353
1547,2016-0148,116,359
1548,2016-0148,117,359
1549,2016-0148,116,373
1550,2016-0148,117,373
1551,2016-0148,116,403
1552,2016-0148,117,403
1553,2016-0148,116,436
1554,2016-0148,117,436
1555,2016-0148,116,451
1556,2016-0148,117,451
1557,2016-0148,116,512
1558,2016-0148,117,512
1559,2016-0148,116,530
1560,2016-0148,117,530
1561,2016-0148,116,534
1562,2016-0148,117,534
1563,2016-0148,116,561
1564,2016-0148,117,561
1565,2016-0150,118,17
1566,2016-0150,118,112
1567,2016-0151,118,113
1568,2016-0152,119,114
1569,2016-0152,119,424
1570,2016-0153,120,115
1571,2016-0153,120,449
1572,2016-0154,121,116
1573,2016-0154,122,116
1574,2016-0154,123,116
1575,2016-0154,121,125
1576,2016-0154,122,125
1577,2016-0154,123,125
1578,2016-0154,121,516
1579,2016-0154,122,516
1580,2016-0154,123,516
1581,2016-0154,121,683
1582,2016-0154,122,683
1583,2016-0154,123,683
1584,2016-0154,121,116
1585,2016-0154,122,116
1586,2016-0154,123,116
1587,2016-0154,121,125
1588,2016-0154,122,125
1589,2016-0154,123,125
1590,2016-0154,121,516
1591,2016-0154,122,516
1592,2016-0154,123,516
1593,2016-0154,121,683
1594,2016-0154,122,683
1595,2016-0154,123,683
1596,2016-0154,121,116
1597,2016-0154,122,116
1598,2016-0154,123,116
1599,2016-0154,121,125
1600,2016-0154,122,125
1601,2016-0154,123,125
1602,2016-0154,121,516
1603,2016-0154,122,516
1604,2016-0154,123,516
1605,2016-0154,121,683
1606,2016-0154,122,683
1607,2016-0154,123,683
1608,2016-0155,121,110
1609,2016-0155,122,110
1610,2016-0155,123,110
1611,2016-0155,121,435
1612,2016-0155,122,435
1613,2016-0155,123,435
1614,2016-0155,121,110
1615,2016-0155,122,110
1616,2016-0155,123,110
1617,2016-0155,121,435
1618,2016-0155,122,435
1619,2016-0155,123,435
1620,2016-0155,121,110
1621,2016-0155,122,110
1622,2016-0155,123,110
1623,2016-0155,121,435
1624,2016-0155,122,435
1625,2016-0155,123,435
1626,2016-0156,121,51
1627,2016-0156,122,51
1628,2016-0156,123,51
1629,2016-0156,121,63
1630,2016-0156,122,63
1631,2016-0156,123,63
1632,2016-0156,121,117
1633,2016-0156,122,117
1634,2016-0156,123,117
1635,2016-0156,121,134
1636,2016-0156,122,134
1637,2016-0156,123,134
1638,2016-0156,121,145
1639,2016-0156,122,145
1640,2016-0156,123,145
1641,2016-0156,121,241
1642,2016-0156,122,241
1643,2016-0156,123,241
1644,2016-0156,121,242
1645,2016-0156,122,242
1646,2016-0156,123,242
1647,2016-0156,121,363
1648,2016-0156,122,363
1649,2016-0156,123,363
1650,2016-0156,121,386
1651,2016-0156,122,386
1652,2016-0156,123,386
1653,2016-0156,121,419
1654,2016-0156,122,419
1655,2016-0156,123,419
1656,2016-0156,121,438
1657,2016-0156,122,438
1658,2016-0156,123,438
1659,2016-0156,121,526
1660,2016-0156,122,526
1661,2016-0156,123,526
1662,2016-0156,121,51
1663,2016-0156,122,51
1664,2016-0156,123,51
1665,2016-0156,121,63
1666,2016-0156,122,63
1667,2016-0156,123,63
1668,2016-0156,121,117
1669,2016-0156,122,117
1670,2016-0156,123,117
1671,2016-0156,121,134
1672,2016-0156,122,134
1673,2016-0156,123,134
1674,2016-0156,121,145
1675,2016-0156,122,145
1676,2016-0156,123,145
1677,2016-0156,121,241
1678,2016-0156,122,241
1679,2016-0156,123,241
1680,2016-0156,121,242
1681,2016-0156,122,242
1682,2016-0156,123,242
1683,2016-0156,121,363
1684,2016-0156,122,363
1685,2016-0156,123,363
1686,2016-0156,121,386
1687,2016-0156,122,386
1688,2016-0156,123,386
1689,2016-0156,121,419
1690,2016-0156,122,419
1691,2016-0156,123,419
1692,2016-0156,121,438
1693,2016-0156,122,438
1694,2016-0156,123,438
1695,2016-0156,121,526
1696,2016-0156,122,526
1697,2016-0156,123,526
1698,2016-0156,121,51
1699,2016-0156,122,51
1700,2016-0156,123,51
1701,2016-0156,121,63
1702,2016-0156,122,63
1703,2016-0156,123,63
1704,2016-0156,121,117
1705,2016-0156,122,117
1706,2016-0156,123,117
1707,2016-0156,121,134
1708,2016-0156,122,134
1709,2016-0156,123,134
1710,2016-0156,121,145
1711,2016-0156,122,145
1712,2016-0156,123,145
1713,2016-0156,121,241
1714,2016-0156,122,241
1715,2016-0156,123,241
1716,2016-0156,121,242
1717,2016-0156,122,242
1718,2016-0156,123,242
1719,2016-0156,121,363
1720,2016-0156,122,363
1721,2016-0156,123,363
1722,2016-0156,121,386
1723,2016-0156,122,386
1724,2016-0156,123,386
1725,2016-0156,121,419
1726,2016-0156,122,419
1727,2016-0156,123,419
1728,2016-0156,121,438
1729,2016-0156,122,438
1730,2016-0156,123,438
1731,2016-0156,121,526
1732,2016-0156,122,526
1733,2016-0156,123,526
1734,2016-0157,124,51
1735,2016-0157,124,63
1736,2016-0157,124,117
1737,2016-0157,124,134
1738,2016-0157,124,145
1739,2016-0157,124,241
1740,2016-0157,124,242
1741,2016-0157,124,363
1742,2016-0157,124,386
1743,2016-0157,124,419
1744,2016-0157,124,438
1745,2016-0157,124,526
1746,2016-0159,125,51
1747,2016-0159,125,63
1748,2016-0159,125,117
1749,2016-0159,125,134
1750,2016-0159,125,145
1751,2016-0159,125,241
1752,2016-0159,125,242
1753,2016-0159,125,363
1754,2016-0159,125,386
1755,2016-0159,125,419
1756,2016-0159,125,438
1757,2016-0159,125,526
1758,2016-0160,126,5
1759,2016-0160,127,5
1760,2016-0160,126,69
1761,2016-0160,127,69
1762,2016-0160,126,75
1763,2016-0160,127,75
1764,2016-0160,126,96
1765,2016-0160,127,96
1766,2016-0160,126,118
1767,2016-0160,127,118
1768,2016-0160,126,132
1769,2016-0160,127,132
1770,2016-0160,126,235
1771,2016-0160,127,235
1772,2016-0160,126,399
1773,2016-0160,127,399
1774,2016-0160,126,404
1775,2016-0160,127,404
1776,2016-0160,126,490
1777,2016-0160,127,490
1778,2016-0160,126,503
1779,2016-0160,127,503
1780,2016-0160,126,535
1781,2016-0160,127,535
1782,2016-0160,126,551
1783,2016-0160,127,551
1784,2016-0160,126,5
1785,2016-0160,127,5
1786,2016-0160,126,69
1787,2016-0160,127,69
1788,2016-0160,126,75
1789,2016-0160,127,75
1790,2016-0160,126,96
1791,2016-0160,127,96
1792,2016-0160,126,118
1793,2016-0160,127,118
1794,2016-0160,126,132
1795,2016-0160,127,132
1796,2016-0160,126,235
1797,2016-0160,127,235
1798,2016-0160,126,399
1799,2016-0160,127,399
1800,2016-0160,126,404
1801,2016-0160,127,404
1802,2016-0160,126,490
1803,2016-0160,127,490
1804,2016-0160,126,503
1805,2016-0160,127,503
1806,2016-0160,126,535
1807,2016-0160,127,535
1808,2016-0160,126,551
1809,2016-0160,127,551
1810,2016-0161,126,21
1811,2016-0161,127,21
1812,2016-0161,126,94
1813,2016-0161,127,94
1814,2016-0161,126,119
1815,2016-0161,127,119
1816,2016-0161,126,644
1817,2016-0161,127,644
1818,2016-0161,126,21
1819,2016-0161,127,21
1820,2016-0161,126,94
1821,2016-0161,127,94
1822,2016-0161,126,119
1823,2016-0161,127,119
1824,2016-0161,126,644
1825,2016-0161,127,644
1826,2016-0162,128,22
1827,2016-0162,128,40
1828,2016-0162,128,78
1829,2016-0162,128,120
1830,2016-0162,128,557
1831,2016-0162,128,584
1832,2016-0163,129,51
1833,2016-0163,129,63
1834,2016-0163,129,117
1835,2016-0163,129,134
1836,2016-0163,129,145
1837,2016-0163,129,241
1838,2016-0163,129,242
1839,2016-0163,129,363
1840,2016-0163,129,386
1841,2016-0163,129,419
1842,2016-0163,129,438
1843,2016-0163,129,526
1844,2016-0164,130,5
1845,2016-0164,130,69
1846,2016-0164,130,75
1847,2016-0164,130,96
1848,2016-0164,130,118
1849,2016-0164,130,132
1850,2016-0164,130,235
1851,2016-0164,130,399
1852,2016-0164,130,404
1853,2016-0164,130,490
1854,2016-0164,130,503
1855,2016-0164,130,535
1856,2016-0164,130,551
1857,2016-0165,131,121
1858,2016-0165,131,444
1859,2016-0168,132,86
1860,2016-0168,132,122
1861,2016-0168,132,143
1862,2016-0168,132,163
1863,2016-0168,132,323
1864,2016-0168,132,421
1865,2016-0168,132,437
1866,2016-0168,132,486
1867,2016-0168,132,565
1868,2016-0169,133,33
1869,2016-0169,133,67
1870,2016-0169,133,82
1871,2016-0169,133,123
1872,2016-0169,133,244
1873,2016-0169,133,249
1874,2016-0169,133,294
1875,2016-0169,133,299
1876,2016-0169,133,519
1877,2016-0169,133,586
1878,2016-0169,133,624
1879,2016-0169,133,636
1880,2016-0169,133,693
1881,2016-0170,134,124
1882,2016-0170,134,585
1883,2016-0170,134,645
1884,2016-0171,135,102
1885,2016-0172,136,116
1886,2016-0172,137,116
1887,2016-0172,136,125
1888,2016-0172,137,125
1889,2016-0172,136,516
1890,2016-0172,137,516
1891,2016-0172,136,683
1892,2016-0172,137,683
1893,2016-0172,136,116
1894,2016-0172,137,116
1895,2016-0172,136,125
1896,2016-0172,137,125
1897,2016-0172,136,516
1898,2016-0172,137,516
1899,2016-0172,136,683
1900,2016-0172,137,683
1901,2016-0173,136,68
1902,2016-0173,137,68
1903,2016-0173,136,107
1904,2016-0173,137,107
1905,2016-0173,136,180
1906,2016-0173,137,180
1907,2016-0173,136,335
1908,2016-0173,137,335
1909,2016-0173,136,423
1910,2016-0173,137,423
1911,2016-0173,136,484
1912,2016-0173,137,484
1913,2016-0173,136,491
1914,2016-0173,137,491
1915,2016-0173,136,68
1916,2016-0173,137,68
1917,2016-0173,136,107
1918,2016-0173,137,107
1919,2016-0173,136,180
1920,2016-0173,137,180
1921,2016-0173,136,335
1922,2016-0173,137,335
1923,2016-0173,136,423
1924,2016-0173,137,423
1925,2016-0173,136,484
1926,2016-0173,137,484
1927,2016-0173,136,491
1928,2016-0173,137,491
1929,2016-0174,138,37
1930,2016-0174,139,37
1931,2016-0174,138,37
1932,2016-0174,139,37
1933,2016-0175,138,36
1934,2016-0175,139,36
1935,2016-0175,138,310
1936,2016-0175,139,310
1937,2016-0175,138,445
1938,2016-0175,139,445
1939,2016-0175,138,554
1940,2016-0175,139,554
1941,2016-0175,138,621
1942,2016-0175,139,621
1943,2016-0175,138,36
1944,2016-0175,139,36
1945,2016-0175,138,310
1946,2016-0175,139,310
1947,2016-0175,138,445
1948,2016-0175,139,445
1949,2016-0175,138,554
1950,2016-0175,139,554
1951,2016-0175,138,621
1952,2016-0175,139,621
1953,2016-0176,140,126
1954,2016-0176,140,154
1955,2016-0176,140,156
1956,2016-0176,140,173
1957,2016-0176,140,283
1958,2016-0176,140,291
1959,2016-0176,140,383
1960,2016-0176,140,457
1961,2016-0176,140,546
1962,2016-0176,140,601
1963,2016-0176,140,611
1964,2016-0177,141,127
1965,2016-0178,142,128
1966,2017-0001,143,4
1967,2017-0001,143,8
1968,2017-0001,143,129
1969,2017-0001,143,518
1970,2017-0003,144,130
1971,2017-0007,145,131
1972,2017-0007,145,388
1973,2017-0007,145,529
1974,2017-0008,146,5
1975,2017-0008,147,5
1976,2017-0008,148,5
1977,2017-0008,146,69
1978,2017-0008,147,69
1979,2017-0008,148,69
1980,2017-0008,146,75
1981,2017-0008,147,75
1982,2017-0008,148,75
1983,2017-0008,146,96
1984,2017-0008,147,96
1985,2017-0008,148,96
1986,2017-0008,146,118
1987,2017-0008,147,118
1988,2017-0008,148,118
1989,2017-0008,146,132
1990,2017-0008,147,132
1991,2017-0008,148,132
1992,2017-0008,146,235
1993,2017-0008,147,235
1994,2017-0008,148,235
1995,2017-0008,146,399
1996,2017-0008,147,399
1997,2017-0008,148,399
1998,2017-0008,146,404
1999,2017-0008,147,404
2000,2017-0008,148,404
2001,2017-0008,146,490
2002,2017-0008,147,490
2003,2017-0008,148,490
2004,2017-0008,146,503
2005,2017-0008,147,503
2006,2017-0008,148,503
2007,2017-0008,146,535
2008,2017-0008,147,535
2009,2017-0008,148,535
2010,2017-0008,146,551
2011,2017-0008,147,551
2012,2017-0008,148,551
2013,2017-0008,146,5
2014,2017-0008,147,5
2015,2017-0008,148,5
2016,2017-0008,146,69
2017,2017-0008,147,69
2018,2017-0008,148,69
2019,2017-0008,146,75
2020,2017-0008,147,75
2021,2017-0008,148,75
2022,2017-0008,146,96
2023,2017-0008,147,96
2024,2017-0008,148,96
2025,2017-0008,146,118
2026,2017-0008,147,118
2027,2017-0008,148,118
2028,2017-0008,146,132
2029,2017-0008,147,132
2030,2017-0008,148,132
2031,2017-0008,146,235
2032,2017-0008,147,235
2033,2017-0008,148,235
2034,2017-0008,146,399
2035,2017-0008,147,399
2036,2017-0008,148,399
2037,2017-0008,146,404
2038,2017-0008,147,404
2039,2017-0008,148,404
2040,2017-0008,146,490
2041,2017-0008,147,490
2042,2017-0008,148,490
2043,2017-0008,146,503
2044,2017-0008,147,503
2045,2017-0008,148,503
2046,2017-0008,146,535
2047,2017-0008,147,535
2048,2017-0008,148,535
2049,2017-0008,146,551
2050,2017-0008,147,551
2051,2017-0008,148,551
2052,2017-0008,146,5
2053,2017-0008,147,5
2054,2017-0008,148,5
2055,2017-0008,146,69
2056,2017-0008,147,69
2057,2017-0008,148,69
2058,2017-0008,146,75
2059,2017-0008,147,75
2060,2017-0008,148,75
2061,2017-0008,146,96
2062,2017-0008,147,96
2063,2017-0008,148,96
2064,2017-0008,146,118
2065,2017-0008,147,118
2066,2017-0008,148,118
2067,2017-0008,146,132
2068,2017-0008,147,132
2069,2017-0008,148,132
2070,2017-0008,146,235
2071,2017-0008,147,235
2072,2017-0008,148,235
2073,2017-0008,146,399
2074,2017-0008,147,399
2075,2017-0008,148,399
2076,2017-0008,146,404
2077,2017-0008,147,404
2078,2017-0008,148,404
2079,2017-0008,146,490
2080,2017-0008,147,490
2081,2017-0008,148,490
2082,2017-0008,146,503
2083,2017-0008,147,503
2084,2017-0008,148,503
2085,2017-0008,146,535
2086,2017-0008,147,535
2087,2017-0008,148,535
2088,2017-0008,146,551
2089,2017-0008,147,551
2090,2017-0008,148,551
2091,2017-0009,146,39
2092,2017-0009,147,39
2093,2017-0009,148,39
2094,2017-0009,146,133
2095,2017-0009,147,133
2096,2017-0009,148,133
2097,2017-0009,146,210
2098,2017-0009,147,210
2099,2017-0009,148,210
2100,2017-0009,146,237
2101,2017-0009,147,237
2102,2017-0009,148,237
2103,2017-0009,146,522
2104,2017-0009,147,522
2105,2017-0009,148,522
2106,2017-0009,146,602
2107,2017-0009,147,602
2108,2017-0009,148,602
2109,2017-0009,146,627
2110,2017-0009,147,627
2111,2017-0009,148,627
2112,2017-0009,146,637
2113,2017-0009,147,637
2114,2017-0009,148,637
2115,2017-0009,146,39
2116,2017-0009,147,39
2117,2017-0009,148,39
2118,2017-0009,146,133
2119,2017-0009,147,133
2120,2017-0009,148,133
2121,2017-0009,146,210
2122,2017-0009,147,210
2123,2017-0009,148,210
2124,2017-0009,146,237
2125,2017-0009,147,237
2126,2017-0009,148,237
2127,2017-0009,146,522
2128,2017-0009,147,522
2129,2017-0009,148,522
2130,2017-0009,146,602
2131,2017-0009,147,602
2132,2017-0009,148,602
2133,2017-0009,146,627
2134,2017-0009,147,627
2135,2017-0009,148,627
2136,2017-0009,146,637
2137,2017-0009,147,637
2138,2017-0009,148,637
2139,2017-0009,146,39
2140,2017-0009,147,39
2141,2017-0009,148,39
2142,2017-0009,146,133
2143,2017-0009,147,133
2144,2017-0009,148,133
2145,2017-0009,146,210
2146,2017-0009,147,210
2147,2017-0009,148,210
2148,2017-0009,146,237
2149,2017-0009,147,237
2150,2017-0009,148,237
2151,2017-0009,146,522
2152,2017-0009,147,522
2153,2017-0009,148,522
2154,2017-0009,146,602
2155,2017-0009,147,602
2156,2017-0009,148,602
2157,2017-0009,146,627
2158,2017-0009,147,627
2159,2017-0009,148,627
2160,2017-0009,146,637
2161,2017-0009,147,637
2162,2017-0009,148,637
2163,2017-0010,146,51
2164,2017-0010,147,51
2165,2017-0010,148,51
2166,2017-0010,146,63
2167,2017-0010,147,63
2168,2017-0010,148,63
2169,2017-0010,146,117
2170,2017-0010,147,117
2171,2017-0010,148,117
2172,2017-0010,146,134
2173,2017-0010,147,134
2174,2017-0010,148,134
2175,2017-0010,146,145
2176,2017-0010,147,145
2177,2017-0010,148,145
2178,2017-0010,146,241
2179,2017-0010,147,241
2180,2017-0010,148,241
2181,2017-0010,146,242
2182,2017-0010,147,242
2183,2017-0010,148,242
2184,2017-0010,146,363
2185,2017-0010,147,363
2186,2017-0010,148,363
2187,2017-0010,146,386
2188,2017-0010,147,386
2189,2017-0010,148,386
2190,2017-0010,146,419
2191,2017-0010,147,419
2192,2017-0010,148,419
2193,2017-0010,146,438
2194,2017-0010,147,438
2195,2017-0010,148,438
2196,2017-0010,146,526
2197,2017-0010,147,526
2198,2017-0010,148,526
2199,2017-0010,146,51
2200,2017-0010,147,51
2201,2017-0010,148,51
2202,2017-0010,146,63
2203,2017-0010,147,63
2204,2017-0010,148,63
2205,2017-0010,146,117
2206,2017-0010,147,117
2207,2017-0010,148,117
2208,2017-0010,146,134
2209,2017-0010,147,134
2210,2017-0010,148,134
2211,2017-0010,146,145
2212,2017-0010,147,145
2213,2017-0010,148,145
2214,2017-0010,146,241
2215,2017-0010,147,241
2216,2017-0010,148,241
2217,2017-0010,146,242
2218,2017-0010,147,242
2219,2017-0010,148,242
