HechoVictimaID,ID_HECHO,FechaID,VictimaID
2220,2017-0010,146,363
2221,2017-0010,147,363
2222,2017-0010,148,363
2223,2017-0010,146,386
2224,2017-0010,147,386
2225,2017-0010,148,386
2226,2017-0010,146,419
2227,2017-0010,147,419
2228,2017-0010,148,419
2229,2017-0010,146,438
2230,2017-0010,147,438
2231,2017-0010,148,438
2232,2017-0010,146,526
2233,2017-0010,147,526
2234,2017-0010,148,526
2235,2017-0010,146,51
2236,2017-0010,147,51
2237,2017-0010,148,51
2238,2017-0010,146,63
2239,2017-0010,147,63
2240,2017-0010,148,63
2241,2017-0010,146,117
2242,2017-0010,147,117
2243,2017-0010,148,117
2244,2017-0010,146,134
2245,2017-0010,147,134
2246,2017-0010,148,134
2247,2017-0010,146,145
2248,2017-0010,147,145
2249,2017-0010,148,145
2250,2017-0010,146,241
2251,2017-0010,147,241
2252,2017-0010,148,241
2253,2017-0010,146,242
2254,2017-0010,147,242
2255,2017-0010,148,242
2256,2017-0010,146,363
2257,2017-0010,147,363
2258,2017-0010,148,363
2259,2017-0010,146,386
2260,2017-0010,147,386
2261,2017-0010,148,386
2262,2017-0010,146,419
2263,2017-0010,147,419
2264,2017-0010,148,419
2265,2017-0010,146,438
2266,2017-0010,147,438
2267,2017-0010,148,438
2268,2017-0010,146,526
2269,2017-0010,147,526
2270,2017-0010,148,526
2271,2017-0011,149,135
2272,2017-0012,150,3
2273,2017-0012,150,6
2274,2017-0012,150,19
2275,2017-0012,150,41
2276,2017-0012,150,50
2277,2017-0012,150,55
2278,2017-0012,150,85
2279,2017-0012,150,136
2280,2017-0012,150,142
2281,2017-0012,150,261
2282,2017-0012,150,334
2283,2017-0012,150,356
2284,2017-0012,150,389
2285,2017-0012,150,476
2286,2017-0012,150,620
2287,2017-0012,150,684
2288,2017-0013,151,137
2289,2017-0013,151,592
2290,2017-0014,152,138
2291,2017-0014,152,355
2292,2017-0015,153,139
2293,2017-0015,153,317
2294,2017-0015,153,524
2295,2017-0016,154,81
2296,2017-0016,154,87
2297,2017-0016,154,140
2298,2017-0016,154,266
2299,2017-0016,154,342
2300,2017-0016,154,361
2301,2017-0016,154,378
2302,2017-0016,154,398
2303,2017-0016,154,446
2304,2017-0016,154,587
2305,2017-0016,154,604
2306,2017-0016,154,641
2307,2017-0016,154,668
2308,2017-0016,154,697
2309,2017-0017,155,141
2310,2017-0017,155,175
2311,2017-0017,155,186
2312,2017-0017,155,265
2313,2017-0017,155,365
2314,2017-0017,155,418
2315,2017-0017,155,441
2316,2017-0017,155,466
2317,2017-0017,155,553
2318,2017-0017,155,681
2319,2017-0017,155,685
2320,2017-0018,156,3
2321,2017-0018,156,6
2322,2017-0018,156,19
2323,2017-0018,156,41
2324,2017-0018,156,50
2325,2017-0018,156,55
2326,2017-0018,156,85
2327,2017-0018,156,136
2328,2017-0018,156,142
2329,2017-0018,156,261
2330,2017-0018,156,334
2331,2017-0018,156,356
2332,2017-0018,156,389
2333,2017-0018,156,476
2334,2017-0018,156,620
2335,2017-0018,156,684
2336,2017-0021,157,86
2337,2017-0021,157,122
2338,2017-0021,157,143
2339,2017-0021,157,163
2340,2017-0021,157,323
2341,2017-0021,157,421
2342,2017-0021,157,437
2343,2017-0021,157,486
2344,2017-0021,157,565
2345,2017-0024,158,144
2346,2017-0024,158,367
2347,2017-0024,158,430
2348,2017-0024,158,460
2349,2017-0024,158,643
2350,2017-0025,159,51
2351,2017-0025,159,63
2352,2017-0025,159,117
2353,2017-0025,159,134
2354,2017-0025,159,145
2355,2017-0025,159,241
2356,2017-0025,159,242
2357,2017-0025,159,363
2358,2017-0025,159,386
2359,2017-0025,159,419
2360,2017-0025,159,438
2361,2017-0025,159,526
2362,2017-0026,160,146
2363,2017-0026,161,146
2364,2017-0026,160,362
2365,2017-0026,161,362
2366,2017-0026,160,514
2367,2017-0026,161,514
2368,2017-0026,160,520
2369,2017-0026,161,520
2370,2017-0026,160,607
2371,2017-0026,161,607
2372,2017-0026,160,146
2373,2017-0026,161,146
2374,2017-0026,160,362
2375,2017-0026,161,362
2376,2017-0026,160,514
2377,2017-0026,161,514
2378,2017-0026,160,520
2379,2017-0026,161,520
2380,2017-0026,160,607
2381,2017-0026,161,607
2382,2017-0026,160,1
2383,2017-0026,161,1
2384,2017-0026,160,147
2385,2017-0026,161,147
2386,2017-0026,160,190
2387,2017-0026,161,190
2388,2017-0026,160,277
2389,2017-0026,161,277
2390,2017-0026,160,1
2391,2017-0026,161,1
2392,2017-0026,160,147
2393,2017-0026,161,147
2394,2017-0026,160,190
2395,2017-0026,161,190
2396,2017-0026,160,277
2397,2017-0026,161,277
2398,2017-0027,160,148
2399,2017-0027,161,148
2400,2017-0027,160,208
2401,2017-0027,161,208
2402,2017-0027,160,258
2403,2017-0027,161,258
2404,2017-0027,160,282
2405,2017-0027,161,282
2406,2017-0027,160,349
2407,2017-0027,161,349
2408,2017-0027,160,426
2409,2017-0027,161,426
2410,2017-0027,160,428
2411,2017-0027,161,428
2412,2017-0027,160,443
2413,2017-0027,161,443
2414,2017-0027,160,488
2415,2017-0027,161,488
2416,2017-0027,160,537
2417,2017-0027,161,537
2418,2017-0027,160,545
2419,2017-0027,161,545
2420,2017-0027,160,613
2421,2017-0027,161,613
2422,2017-0027,160,629
2423,2017-0027,161,629
2424,2017-0027,160,680
2425,2017-0027,161,680
2426,2017-0027,160,148
2427,2017-0027,161,148
2428,2017-0027,160,208
2429,2017-0027,161,208
2430,2017-0027,160,258
2431,2017-0027,161,258
2432,2017-0027,160,282
2433,2017-0027,161,282
2434,2017-0027,160,349
2435,2017-0027,161,349
2436,2017-0027,160,426
2437,2017-0027,161,426
2438,2017-0027,160,428
2439,2017-0027,161,428
2440,2017-0027,160,443
2441,2017-0027,161,443
2442,2017-0027,160,488
2443,2017-0027,161,488
2444,2017-0027,160,537
2445,2017-0027,161,537
2446,2017-0027,160,545
2447,2017-0027,161,545
2448,2017-0027,160,613
2449,2017-0027,161,613
2450,2017-0027,160,629
2451,2017-0027,161,629
2452,2017-0027,160,680
2453,2017-0027,161,680
2454,2017-0028,162,58
2455,2017-0028,162,149
2456,2017-0028,162,211
2457,2017-0029,163,150
2458,2017-0029,164,150
2459,2017-0029,163,150
2460,2017-0029,164,150
2461,2017-0030,163,151
2462,2017-0030,164,151
2463,2017-0030,163,151
2464,2017-0030,164,151
2465,2017-0031,165,152
2466,2017-0032,166,153
2467,2017-0032,167,153
2468,2017-0032,166,153
2469,2017-0032,167,153
2470,2017-0033,166,126
2471,2017-0033,167,126
2472,2017-0033,166,154
2473,2017-0033,167,154
2474,2017-0033,166,156
2475,2017-0033,167,156
2476,2017-0033,166,173
2477,2017-0033,167,173
2478,2017-0033,166,283
2479,2017-0033,167,283
2480,2017-0033,166,291
2481,2017-0033,167,291
2482,2017-0033,166,383
2483,2017-0033,167,383
2484,2017-0033,166,457
2485,2017-0033,167,457
2486,2017-0033,166,546
2487,2017-0033,167,546
2488,2017-0033,166,601
2489,2017-0033,167,601
2490,2017-0033,166,611
2491,2017-0033,167,611
2492,2017-0033,166,126
2493,2017-0033,167,126
2494,2017-0033,166,154
2495,2017-0033,167,154
2496,2017-0033,166,156
2497,2017-0033,167,156
2498,2017-0033,166,173
2499,2017-0033,167,173
2500,2017-0033,166,283
2501,2017-0033,167,283
2502,2017-0033,166,291
2503,2017-0033,167,291
2504,2017-0033,166,383
2505,2017-0033,167,383
2506,2017-0033,166,457
2507,2017-0033,167,457
2508,2017-0033,166,546
2509,2017-0033,167,546
2510,2017-0033,166,601
2511,2017-0033,167,601
2512,2017-0033,166,611
2513,2017-0033,167,611
2514,2017-0034,168,155
2515,2017-0034,168,203
2516,2017-0035,169,126
2517,2017-0035,169,154
2518,2017-0035,169,156
2519,2017-0035,169,173
2520,2017-0035,169,283
2521,2017-0035,169,291
2522,2017-0035,169,383
2523,2017-0035,169,457
2524,2017-0035,169,546
2525,2017-0035,169,601
2526,2017-0035,169,611
2527,2017-0035,169,157
2528,2017-0035,169,415
2529,2017-0035,169,98
2530,2017-0035,169,158
2531,2017-0035,169,178
2532,2017-0035,169,295
2533,2017-0036,170,88
2534,2017-0036,170,159
2535,2017-0036,170,511
2536,2017-0036,170,27
2537,2017-0036,170,29
2538,2017-0036,170,160
2539,2017-0036,170,232
2540,2017-0036,170,280
2541,2017-0036,170,374
2542,2017-0036,170,385
2543,2017-0036,170,481
2544,2017-0037,171,99
2545,2017-0037,171,161
2546,2017-0037,171,219
2547,2017-0037,171,469
2548,2017-0037,171,504
2549,2017-0037,171,567
2550,2017-0037,171,569
2551,2017-0037,171,614
2552,2017-0037,171,655
2553,2017-0037,171,691
2554,2017-0038,172,162
2555,2017-0040,173,86
2556,2017-0040,174,86
2557,2017-0040,173,122
2558,2017-0040,174,122
2559,2017-0040,173,143
2560,2017-0040,174,143
2561,2017-0040,173,163
2562,2017-0040,174,163
2563,2017-0040,173,323
2564,2017-0040,174,323
2565,2017-0040,173,421
2566,2017-0040,174,421
2567,2017-0040,173,437
2568,2017-0040,174,437
2569,2017-0040,173,486
2570,2017-0040,174,486
2571,2017-0040,173,565
2572,2017-0040,174,565
2573,2017-0040,173,86
2574,2017-0040,174,86
2575,2017-0040,173,122
2576,2017-0040,174,122
2577,2017-0040,173,143
2578,2017-0040,174,143
2579,2017-0040,173,163
2580,2017-0040,174,163
2581,2017-0040,173,323
2582,2017-0040,174,323
2583,2017-0040,173,421
2584,2017-0040,174,421
2585,2017-0040,173,437
2586,2017-0040,174,437
2587,2017-0040,173,486
2588,2017-0040,174,486
2589,2017-0040,173,565
2590,2017-0040,174,565
2591,2017-0041,173,164
2592,2017-0041,174,164
2593,2017-0041,173,454
2594,2017-0041,174,454
2595,2017-0041,173,164
2596,2017-0041,174,164
2597,2017-0041,173,454
2598,2017-0041,174,454
2599,2017-0042,175,34
2600,2017-0042,175,165
2601,2017-0042,175,341
2602,2017-0042,175,353
2603,2017-0042,175,359
2604,2017-0042,175,373
2605,2017-0042,175,403
2606,2017-0042,175,436
2607,2017-0042,175,451
2608,2017-0042,175,512
2609,2017-0042,175,530
2610,2017-0042,175,534
2611,2017-0042,175,561
2612,2017-0045,176,23
2613,2017-0045,176,76
2614,2017-0045,176,166
2615,2017-0045,176,185
2616,2017-0045,176,222
2617,2017-0045,176,325
2618,2017-0045,176,338
2619,2017-0045,176,432
2620,2017-0045,176,468
2621,2017-0045,176,471
2622,2017-0045,176,552
2623,2017-0047,177,92
2624,2017-0047,177,167
2625,2017-0047,177,198
2626,2017-0047,177,305
2627,2017-0047,177,380
2628,2017-0047,177,402
2629,2017-0047,177,626
2630,2017-0049,178,168
2631,2017-0049,178,205
2632,2017-0050,179,106
2633,2017-0050,179,169
2634,2017-0050,179,275
2635,2017-0050,179,558
2636,2017-0050,179,658
2637,2017-0050,179,170
2638,2017-0051,180,171
2639,2017-0051,180,195
2640,2017-0051,180,327
2641,2017-0051,180,340
2642,2017-0051,180,394
2643,2017-0051,180,463
2644,2017-0051,180,618
2645,2017-0051,180,634
2646,2017-0052,181,172
2647,2017-0052,182,172
2648,2017-0052,181,243
2649,2017-0052,182,243
2650,2017-0052,181,320
2651,2017-0052,182,320
2652,2017-0052,181,172
2653,2017-0052,182,172
2654,2017-0052,181,243
2655,2017-0052,182,243
2656,2017-0052,181,320
2657,2017-0052,182,320
2658,2017-0053,181,126
2659,2017-0053,182,126
2660,2017-0053,181,154
2661,2017-0053,182,154
2662,2017-0053,181,156
2663,2017-0053,182,156
2664,2017-0053,181,173
2665,2017-0053,182,173
2666,2017-0053,181,283
2667,2017-0053,182,283
2668,2017-0053,181,291
2669,2017-0053,182,291
2670,2017-0053,181,383
2671,2017-0053,182,383
2672,2017-0053,181,457
2673,2017-0053,182,457
2674,2017-0053,181,546
2675,2017-0053,182,546
2676,2017-0053,181,601
2677,2017-0053,182,601
2678,2017-0053,181,611
2679,2017-0053,182,611
2680,2017-0053,181,126
2681,2017-0053,182,126
2682,2017-0053,181,154
2683,2017-0053,182,154
2684,2017-0053,181,156
2685,2017-0053,182,156
2686,2017-0053,181,173
2687,2017-0053,182,173
2688,2017-0053,181,283
2689,2017-0053,182,283
2690,2017-0053,181,291
2691,2017-0053,182,291
2692,2017-0053,181,383
2693,2017-0053,182,383
2694,2017-0053,181,457
2695,2017-0053,182,457
2696,2017-0053,181,546
2697,2017-0053,182,546
2698,2017-0053,181,601
2699,2017-0053,182,601
2700,2017-0053,181,611
2701,2017-0053,182,611
2702,2017-0054,183,174
2703,2017-0055,184,141
2704,2017-0055,185,141
2705,2017-0055,184,175
2706,2017-0055,185,175
2707,2017-0055,184,186
2708,2017-0055,185,186
2709,2017-0055,184,265
2710,2017-0055,185,265
2711,2017-0055,184,365
2712,2017-0055,185,365
2713,2017-0055,184,418
2714,2017-0055,185,418
2715,2017-0055,184,441
2716,2017-0055,185,441
2717,2017-0055,184,466
2718,2017-0055,185,466
2719,2017-0055,184,553
2720,2017-0055,185,553
2721,2017-0055,184,681
2722,2017-0055,185,681
2723,2017-0055,184,685
2724,2017-0055,185,685
2725,2017-0055,184,141
2726,2017-0055,185,141
2727,2017-0055,184,175
2728,2017-0055,185,175
2729,2017-0055,184,186
2730,2017-0055,185,186
2731,2017-0055,184,265
2732,2017-0055,185,265
2733,2017-0055,184,365
2734,2017-0055,185,365
2735,2017-0055,184,418
2736,2017-0055,185,418
2737,2017-0055,184,441
2738,2017-0055,185,441
2739,2017-0055,184,466
2740,2017-0055,185,466
2741,2017-0055,184,553
2742,2017-0055,185,553
2743,2017-0055,184,681
2744,2017-0055,185,681
2745,2017-0055,184,685
2746,2017-0055,185,685
2747,2017-0058,184,70
2748,2017-0058,185,70
2749,2017-0058,184,176
2750,2017-0058,185,176
2751,2017-0058,184,188
2752,2017-0058,185,188
2753,2017-0058,184,360
2754,2017-0058,185,360
2755,2017-0058,184,408
2756,2017-0058,185,408
2757,2017-0058,184,549
2758,2017-0058,185,549
2759,2017-0058,184,70
2760,2017-0058,185,70
2761,2017-0058,184,176
2762,2017-0058,185,176
2763,2017-0058,184,188
2764,2017-0058,185,188
2765,2017-0058,184,360
2766,2017-0058,185,360
2767,2017-0058,184,408
2768,2017-0058,185,408
2769,2017-0058,184,549
2770,2017-0058,185,549
2771,2017-0059,186,177
2772,2017-0059,186,304
2773,2017-0060,187,98
2774,2017-0060,187,158
2775,2017-0060,187,178
2776,2017-0060,187,295
2777,2017-0061,188,179
2778,2017-0061,189,179
2779,2017-0061,188,179
2780,2017-0061,189,179
2781,2017-0062,188,68
2782,2017-0062,189,68
2783,2017-0062,188,107
2784,2017-0062,189,107
2785,2017-0062,188,180
2786,2017-0062,189,180
2787,2017-0062,188,335
2788,2017-0062,189,335
2789,2017-0062,188,423
2790,2017-0062,189,423
2791,2017-0062,188,484
2792,2017-0062,189,484
2793,2017-0062,188,491
2794,2017-0062,189,491
2795,2017-0062,188,68
2796,2017-0062,189,68
2797,2017-0062,188,107
2798,2017-0062,189,107
2799,2017-0062,188,180
2800,2017-0062,189,180
2801,2017-0062,188,335
2802,2017-0062,189,335
2803,2017-0062,188,423
2804,2017-0062,189,423
2805,2017-0062,188,484
2806,2017-0062,189,484
2807,2017-0062,188,491
2808,2017-0062,189,491
2809,2017-0063,190,181
2810,2017-0063,190,224
2811,2017-0064,191,182
2812,2017-0065,192,183
2813,2017-0065,193,183
2814,2017-0065,192,183
2815,2017-0065,193,183
2816,2017-0066,192,184
2817,2017-0066,193,184
2818,2017-0066,192,184
2819,2017-0066,193,184
2820,2017-0067,194,23
2821,2017-0067,194,76
2822,2017-0067,194,166
2823,2017-0067,194,185
2824,2017-0067,194,222
2825,2017-0067,194,325
2826,2017-0067,194,338
2827,2017-0067,194,432
2828,2017-0067,194,468
2829,2017-0067,194,471
2830,2017-0067,194,552
2831,2017-0068,195,141
2832,2017-0068,195,175
2833,2017-0068,195,186
2834,2017-0068,195,265
2835,2017-0068,195,365
2836,2017-0068,195,418
2837,2017-0068,195,441
2838,2017-0068,195,466
2839,2017-0068,195,553
2840,2017-0068,195,681
2841,2017-0068,195,685
2842,2017-0069,696,109
2843,2017-0069,696,187
2844,2017-0069,696,272
2845,2017-0069,696,475
2846,2017-0069,696,595
2847,2017-0069,696,622
2848,2017-0069,696,669
2849,2017-0070,197,70
2850,2017-0070,197,176
2851,2017-0070,197,188
2852,2017-0070,197,360
2853,2017-0070,197,408
2854,2017-0070,197,549
2855,2017-0072,198,100
2856,2017-0072,198,189
2857,2017-0072,198,313
2858,2017-0072,198,344
2859,2017-0072,198,395
2860,2017-0072,198,417
2861,2017-0072,198,447
2862,2017-0072,198,450
2863,2017-0072,198,487
2864,2017-0072,198,517
2865,2017-0072,198,525
2866,2017-0073,199,1
2867,2017-0073,200,1
2868,2017-0073,199,147
2869,2017-0073,200,147
2870,2017-0073,199,190
2871,2017-0073,200,190
2872,2017-0073,199,277
2873,2017-0073,200,277
2874,2017-0073,199,1
2875,2017-0073,200,1
2876,2017-0073,199,147
2877,2017-0073,200,147
2878,2017-0073,199,190
2879,2017-0073,200,190
2880,2017-0073,199,277
2881,2017-0073,200,277
2882,2017-0074,199,191
2883,2017-0074,200,191
2884,2017-0074,199,191
2885,2017-0074,200,191
2886,2017-0075,201,192
2887,2017-0075,201,245
2888,2017-0076,202,193
2889,2017-0076,202,201
2890,2017-0076,202,267
2891,2017-0076,202,268
2892,2017-0077,203,194
2893,2017-0079,204,171
2894,2017-0079,204,195
2895,2017-0079,204,327
2896,2017-0079,204,340
2897,2017-0079,204,394
2898,2017-0079,204,463
2899,2017-0079,204,618
2900,2017-0079,204,634
2901,2017-0080,205,196
2902,2017-0082,206,197
2903,2017-0082,206,570
2904,2017-0082,206,619
2905,2017-0082,206,631
2906,2017-0083,207,92
2907,2017-0083,207,167
2908,2017-0083,207,198
2909,2017-0083,207,305
2910,2017-0083,207,380
2911,2017-0083,207,402
2912,2017-0083,207,626
2913,2017-0084,208,199
2914,2017-0084,208,202
2915,2017-0084,208,689
2916,2017-0085,209,200
2917,2017-0085,209,279
2918,2017-0085,209,306
2919,2017-0085,209,578
2920,2017-0086,210,193
2921,2017-0086,210,201
2922,2017-0086,210,267
2923,2017-0086,210,268
2924,2017-0087,211,199
2925,2017-0087,212,199
2926,2017-0087,211,202
2927,2017-0087,212,202
2928,2017-0087,211,689
2929,2017-0087,212,689
2930,2017-0087,211,199
2931,2017-0087,212,199
2932,2017-0087,211,202
2933,2017-0087,212,202
2934,2017-0087,211,689
2935,2017-0087,212,689
2936,2017-0088,211,155
2937,2017-0088,212,155
2938,2017-0088,211,203
2939,2017-0088,212,203
2940,2017-0088,211,155
2941,2017-0088,212,155
2942,2017-0088,211,203
2943,2017-0088,212,203
2944,2017-0089,213,204
2945,2017-0090,214,168
2946,2017-0090,215,168
2947,2017-0090,214,205
2948,2017-0090,215,205
2949,2017-0090,214,168
2950,2017-0090,215,168
2951,2017-0090,214,205
2952,2017-0090,215,205
2953,2017-0091,214,49
2954,2017-0091,215,49
2955,2017-0091,214,206
2956,2017-0091,215,206
2957,2017-0091,214,253
2958,2017-0091,215,253
2959,2017-0091,214,347
2960,2017-0091,215,347
2961,2017-0091,214,49
2962,2017-0091,215,49
2963,2017-0091,214,206
2964,2017-0091,215,206
2965,2017-0091,214,253
2966,2017-0091,215,253
2967,2017-0091,214,347
2968,2017-0091,215,347
2969,2017-0092,216,207
2970,2017-0093,217,148
2971,2017-0093,217,208
2972,2017-0093,217,258
2973,2017-0093,217,282
2974,2017-0093,217,349
2975,2017-0093,217,426
2976,2017-0093,217,428
2977,2017-0093,217,443
2978,2017-0093,217,488
2979,2017-0093,217,537
2980,2017-0093,217,545
2981,2017-0093,217,613
2982,2017-0093,217,629
2983,2017-0093,217,680
2984,2017-0094,218,209
2985,2017-0095,219,39
2986,2017-0095,219,133
2987,2017-0095,219,210
2988,2017-0095,219,237
2989,2017-0095,219,522
2990,2017-0095,219,602
2991,2017-0095,219,627
2992,2017-0095,219,637
2993,2017-0096,220,58
2994,2017-0096,220,149
2995,2017-0096,220,211
2996,2017-0098,221,212
2997,2017-0098,221,215
2998,2017-0098,221,605
2999,2017-0099,222,213
3000,2017-0100,223,214
3001,2017-0101,224,212
3002,2017-0101,224,215
3003,2017-0101,224,605
3004,2017-0102,225,216
3005,2017-0104,226,217
3006,2017-0106,227,218
3007,2017-0107,228,99
3008,2017-0107,228,161
3009,2017-0107,228,219
3010,2017-0107,228,469
3011,2017-0107,228,504
3012,2017-0107,228,567
3013,2017-0107,228,569
3014,2017-0107,228,614
3015,2017-0107,228,655
3016,2017-0107,228,691
3017,2017-0108,229,220
3018,2017-0108,229,221
3019,2017-0109,230,23
3020,2017-0109,230,76
3021,2017-0109,230,166
3022,2017-0109,230,185
3023,2017-0109,230,222
3024,2017-0109,230,325
3025,2017-0109,230,338
3026,2017-0109,230,432
3027,2017-0109,230,468
3028,2017-0109,230,471
3029,2017-0109,230,552
3030,2017-0110,231,223
3031,2017-0110,231,257
3032,2017-0110,231,407
3033,2017-0111,232,181
3034,2017-0111,232,224
3035,2017-0112,233,225
3036,2017-0112,233,31
3037,2017-0112,233,226
3038,2017-0112,233,260
3039,2017-0112,233,439
3040,2017-0112,233,480
3041,2017-0113,234,59
3042,2017-0113,234,227
3043,2017-0114,235,43
3044,2017-0114,235,228
3045,2017-0114,235,287
3046,2017-0114,235,289
3047,2017-0114,235,298
3048,2017-0114,235,328
3049,2017-0114,235,616
3050,2017-0114,235,630
3051,2017-0114,235,682
3052,2017-0115,236,16
3053,2017-0115,236,25
3054,2017-0115,236,229
3055,2017-0115,236,425
3056,2017-0115,236,440
3057,2017-0115,236,453
3058,2017-0115,236,562
3059,2017-0116,237,9
3060,2017-0116,237,230
3061,2017-0116,237,376
3062,2017-0116,237,416
3063,2017-0116,237,434
3064,2017-0116,237,489
3065,2017-0116,237,617
3066,2017-0116,237,646
3067,2017-0116,237,679
3068,2017-0118,238,231
3069,2017-0118,238,464
3070,2017-0118,238,635
3071,2017-0120,239,27
3072,2017-0120,239,29
3073,2017-0120,239,160
3074,2017-0120,239,232
3075,2017-0120,239,280
3076,2017-0120,239,374
3077,2017-0120,239,385
3078,2017-0120,239,481
3079,2017-0123,240,233
3080,2017-0124,241,234
3081,2017-0124,241,331
3082,2017-0125,242,5
3083,2017-0125,242,69
3084,2017-0125,242,75
3085,2017-0125,242,96
3086,2017-0125,242,118
3087,2017-0125,242,132
3088,2017-0125,242,235
3089,2017-0125,242,399
3090,2017-0125,242,404
3091,2017-0125,242,490
3092,2017-0125,242,503
3093,2017-0125,242,535
3094,2017-0125,242,551
3095,2017-0126,243,236
3096,2017-0126,243,39
3097,2017-0126,243,133
3098,2017-0126,243,210
3099,2017-0126,243,237
3100,2017-0126,243,522
3101,2017-0126,243,602
3102,2017-0126,243,627
3103,2017-0126,243,637
3104,2017-0127,244,238
3105,2017-0128,245,83
3106,2017-0128,245,239
3107,2017-0128,245,246
3108,2017-0128,245,406
3109,2017-0128,245,479
3110,2017-0129,246,73
3111,2017-0129,246,240
3112,2017-0129,246,496
3113,2017-0130,247,51
3114,2017-0130,247,63
3115,2017-0130,247,117
3116,2017-0130,247,134
3117,2017-0130,247,145
3118,2017-0130,247,241
3119,2017-0130,247,242
3120,2017-0130,247,363
3121,2017-0130,247,386
3122,2017-0130,247,419
3123,2017-0130,247,438
3124,2017-0130,247,526
3125,2017-0132,248,51
3126,2017-0132,248,63
3127,2017-0132,248,117
3128,2017-0132,248,134
3129,2017-0132,248,145
3130,2017-0132,248,241
3131,2017-0132,248,242
3132,2017-0132,248,363
3133,2017-0132,248,386
3134,2017-0132,248,419
3135,2017-0132,248,438
3136,2017-0132,248,526
3137,2017-0134,249,172
3138,2017-0134,249,243
3139,2017-0134,249,320
3140,2017-0135,250,33
3141,2017-0135,250,67
3142,2017-0135,250,82
3143,2017-0135,250,123
3144,2017-0135,250,244
3145,2017-0135,250,249
3146,2017-0135,250,294
3147,2017-0135,250,299
3148,2017-0135,250,519
3149,2017-0135,250,586
3150,2017-0135,250,624
3151,2017-0135,250,636
3152,2017-0135,250,693
3153,2017-0136,251,192
3154,2017-0136,251,245
3155,2017-0137,252,83
3156,2017-0137,252,239
3157,2017-0137,252,246
3158,2017-0137,252,406
3159,2017-0137,252,479
3160,2017-0138,253,247
3161,2017-0138,254,247
3162,2017-0138,255,247
3163,2017-0138,253,590
3164,2017-0138,254,590
3165,2017-0138,255,590
3166,2017-0138,253,247
3167,2017-0138,254,247
3168,2017-0138,255,247
3169,2017-0138,253,590
3170,2017-0138,254,590
3171,2017-0138,255,590
3172,2017-0138,253,247
3173,2017-0138,254,247
3174,2017-0138,255,247
3175,2017-0138,253,590
3176,2017-0138,254,590
3177,2017-0138,255,590
3178,2017-0139,253,248
3179,2017-0139,254,248
3180,2017-0139,255,248
3181,2017-0139,253,248
3182,2017-0139,254,248
3183,2017-0139,255,248
3184,2017-0139,253,248
3185,2017-0139,254,248
3186,2017-0139,255,248
3187,2017-0140,253,33
3188,2017-0140,254,33
3189,2017-0140,255,33
3190,2017-0140,253,67
3191,2017-0140,254,67
3192,2017-0140,255,67
3193,2017-0140,253,82
3194,2017-0140,254,82
3195,2017-0140,255,82
3196,2017-0140,253,123
3197,2017-0140,254,123
3198,2017-0140,255,123
3199,2017-0140,253,244
3200,2017-0140,254,244
3201,2017-0140,255,244
3202,2017-0140,253,249
3203,2017-0140,254,249
3204,2017-0140,255,249
3205,2017-0140,253,294
3206,2017-0140,254,294
3207,2017-0140,255,294
3208,2017-0140,253,299
3209,2017-0140,254,299
3210,2017-0140,255,299
3211,2017-0140,253,519
3212,2017-0140,254,519
3213,2017-0140,255,519
3214,2017-0140,253,586
3215,2017-0140,254,586
3216,2017-0140,255,586
3217,2017-0140,253,624
3218,2017-0140,254,624
3219,2017-0140,255,624
3220,2017-0140,253,636
3221,2017-0140,254,636
3222,2017-0140,255,636
3223,2017-0140,253,693
3224,2017-0140,254,693
3225,2017-0140,255,693
3226,2017-0140,253,33
3227,2017-0140,254,33
3228,2017-0140,255,33
3229,2017-0140,253,67
3230,2017-0140,254,67
3231,2017-0140,255,67
3232,2017-0140,253,82
3233,2017-0140,254,82
3234,2017-0140,255,82
3235,2017-0140,253,123
3236,2017-0140,254,123
3237,2017-0140,255,123
3238,2017-0140,253,244
3239,2017-0140,254,244
3240,2017-0140,255,244
3241,2017-0140,253,249
3242,2017-0140,254,249
3243,2017-0140,255,249
3244,2017-0140,253,294
3245,2017-0140,254,294
3246,2017-0140,255,294
3247,2017-0140,253,299
3248,2017-0140,254,299
3249,2017-0140,255,299
3250,2017-0140,253,519
3251,2017-0140,254,519
3252,2017-0140,255,519
3253,2017-0140,253,586
3254,2017-0140,254,586
3255,2017-0140,255,586
3256,2017-0140,253,624
3257,2017-0140,254,624
3258,2017-0140,255,624
3259,2017-0140,253,636
3260,2017-0140,254,636
3261,2017-0140,255,636
3262,2017-0140,253,693
3263,2017-0140,254,693
3264,2017-0140,255,693
3265,2017-0140,253,33
3266,2017-0140,254,33
3267,2017-0140,255,33
3268,2017-0140,253,67
3269,2017-0140,254,67
3270,2017-0140,255,67
3271,2017-0140,253,82
3272,2017-0140,254,82
3273,2017-0140,255,82
3274,2017-0140,253,123
3275,2017-0140,254,123
3276,2017-0140,255,123
3277,2017-0140,253,244
3278,2017-0140,254,244
3279,2017-0140,255,244
3280,2017-0140,253,249
3281,2017-0140,254,249
3282,2017-0140,255,249
3283,2017-0140,253,294
3284,2017-0140,254,294
3285,2017-0140,255,294
3286,2017-0140,253,299
3287,2017-0140,254,299
3288,2017-0140,255,299
3289,2017-0140,253,519
3290,2017-0140,254,519
3291,2017-0140,255,519
3292,2017-0140,253,586
3293,2017-0140,254,586
