HechoVictimaID,ID_HECHO,FechaID,VictimaID,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,FECHA,AAAA,MM,DD,HORA,HH
1,2016-0001,1,1,CONDUCTOR,MASCULINO,19.0,2016-01-01,2016-01-01,2016,1,1,0 days 04:00:00,4
2,2016-0001,1,147,CONDUCTOR,MASCULINO,19.0,2017-02-26,2016-01-01,2016,1,1,0 days 04:00:00,4
3,2016-0001,1,190,CONDUCTOR,MASCULINO,19.0,2017-06-04,2016-01-01,2016,1,1,0 days 04:00:00,4
4,2016-0001,1,277,CONDUCTOR,MASCULINO,19.0,2018-01-14,2016-01-01,2016,1,1,0 days 04:00:00,4
5,2016-0002,2,2,CONDUCTOR,MASCULINO,70.0,2016-01-02,2016-01-02,2016,1,2,0 days 01:15:00,1
6,2016-0003,3,3,CONDUCTOR,MASCULINO,30.0,2016-01-03,2016-01-03,2016,1,3,0 days 07:00:00,7
7,2016-0003,3,6,CONDUCTOR,MASCULINO,30.0,2016-01-24,2016-01-03,2016,1,3,0 days 07:00:00,7
8,2016-0003,3,19,CONDUCTOR,MASCULINO,30.0,2016-03-04,2016-01-03,2016,1,3,0 days 07:00:00,7
9,2016-0003,3,41,CONDUCTOR,MASCULINO,30.0,2016-04-25,2016-01-03,2016,1,3,0 days 07:00:00,7
10,2016-0003,3,50,CONDUCTOR,MASCULINO,30.0,2016-05-23,2016-01-03,2016,1,3,0 days 07:00:00,7
11,2016-0003,3,55,CONDUCTOR,MASCULINO,30.0,,2016-01-03,2016,1,3,0 days 07:00:00,7
12,2016-0003,3,85,CONDUCTOR,MASCULINO,30.0,2016-09-02,2016-01-03,2016,1,3,0 days 07:00:00,7
13,2016-0003,3,136,CONDUCTOR,MASCULINO,30.0,2017-01-24,2016-01-03,2016,1,3,0 days 07:00:00,7
14,2016-0003,3,142,CONDUCTOR,MASCULINO,30.0,2017-02-09,2016-01-03,2016,1,3,0 days 07:00:00,7
15,2016-0003,3,261,CONDUCTOR,MASCULINO,30.0,2017-12-12,2016-01-03,2016,1,3,0 days 07:00:00,7
16,2016-0003,3,334,CONDUCTOR,MASCULINO,30.0,2018-06-25,2016-01-03,2016,1,3,0 days 07:00:00,7
17,2016-0003,3,356,CONDUCTOR,MASCULINO,30.0,2018-08-03,2016-01-03,2016,1,3,0 days 07:00:00,7
18,2016-0003,3,389,CONDUCTOR,MASCULINO,30.0,2018-11-08,2016-01-03,2016,1,3,0 days 07:00:00,7
19,2016-0003,3,476,CONDUCTOR,MASCULINO,30.0,2019-07-13,2016-01-03,2016,1,3,0 days 07:00:00,7
20,2016-0003,3,620,CONDUCTOR,MASCULINO,30.0,2021-02-21,2016-01-03,2016,1,3,0 days 07:00:00,7
21,2016-0003,3,684,CONDUCTOR,MASCULINO,30.0,2021-11-09,2016-01-03,2016,1,3,0 days 07:00:00,7
22,2016-0004,4,4,CONDUCTOR,MASCULINO,18.0,,2016-01-10,2016,1,10,0 days 00:00:00,0
23,2016-0004,4,8,CONDUCTOR,MASCULINO,18.0,2016-01-29,2016-01-10,2016,1,10,0 days 00:00:00,0
24,2016-0004,4,129,CONDUCTOR,MASCULINO,18.0,2017-01-02,2016-01-10,2016,1,10,0 days 00:00:00,0
25,2016-0004,4,518,CONDUCTOR,MASCULINO,18.0,2019-12-18,2016-01-10,2016,1,10,0 days 00:00:00,0
26,2016-0005,5,5,CONDUCTOR,MASCULINO,29.0,2016-02-01,2016-01-21,2016,1,21,0 days 05:20:00,5
27,2016-0005,5,69,CONDUCTOR,MASCULINO,29.0,2016-07-23,2016-01-21,2016,1,21,0 days 05:20:00,5
28,2016-0005,5,75,CONDUCTOR,MASCULINO,29.0,,2016-01-21,2016,1,21,0 days 05:20:00,5
29,2016-0005,5,96,CONDUCTOR,MASCULINO,29.0,2016-10-04,2016-01-21,2016,1,21,0 days 05:20:00,5
30,2016-0005,5,118,CONDUCTOR,MASCULINO,29.0,2016-12-06,2016-01-21,2016,1,21,0 days 05:20:00,5
31,2016-0005,5,132,CONDUCTOR,MASCULINO,29.0,2017-01-16,2016-01-21,2016,1,21,0 days 05:20:00,5
32,2016-0005,5,235,CONDUCTOR,MASCULINO,29.0,2017-10-13,2016-01-21,2016,1,21,0 days 05:20:00,5
33,2016-0005,5,399,CONDUCTOR,MASCULINO,29.0,2018-11-19,2016-01-21,2016,1,21,0 days 05:20:00,5
34,2016-0005,5,404,CONDUCTOR,MASCULINO,29.0,2018-12-07,2016-01-21,2016,1,21,0 days 05:20:00,5
35,2016-0005,5,490,CONDUCTOR,MASCULINO,29.0,2019-09-06,2016-01-21,2016,1,21,0 days 05:20:00,5
36,2016-0005,5,503,CONDUCTOR,MASCULINO,29.0,2019-10-15,2016-01-21,2016,1,21,0 days 05:20:00,5
37,2016-0005,5,535,CONDUCTOR,MASCULINO,29.0,2020-02-28,2016-01-21,2016,1,21,0 days 05:20:00,5
38,2016-0005,5,551,CONDUCTOR,MASCULINO,29.0,2020-06-30,2016-01-21,2016,1,21,0 days 05:20:00,5
39,2016-0008,6,3,CONDUCTOR,MASCULINO,30.0,2016-01-03,2016-01-24,2016,1,24,0 days 18:30:00,18
40,2016-0008,7,3,CONDUCTOR,MASCULINO,30.0,2016-01-03,2016-01-24,2016,1,24,0 days 19:10:00,19
41,2016-0008,6,6,CONDUCTOR,MASCULINO,30.0,2016-01-24,2016-01-24,2016,1,24,0 days 18:30:00,18
42,2016-0008,7,6,CONDUCTOR,MASCULINO,30.0,2016-01-24,2016-01-24,2016,1,24,0 days 19:10:00,19
43,2016-0008,6,19,CONDUCTOR,MASCULINO,30.0,2016-03-04,2016-01-24,2016,1,24,0 days 18:30:00,18
44,2016-0008,7,19,CONDUCTOR,MASCULINO,30.0,2016-03-04,2016-01-24,2016,1,24,0 days 19:10:00,19
45,2016-0008,6,41,CONDUCTOR,MASCULINO,30.0,2016-04-25,2016-01-24,2016,1,24,0 days 18:30:00,18
46,2016-0008,7,41,CONDUCTOR,MASCULINO,30.0,2016-04-25,2016-01-24,2016,1,24,0 days 19:10:00,19
47,2016-0008,6,50,CONDUCTOR,MASCULINO,30.0,2016-05-23,2016-01-24,2016,1,24,0 days 18:30:00,18
48,2016-0008,7,50,CONDUCTOR,MASCULINO,30.0,2016-05-23,2016-01-24,2016,1,24,0 days 19:10:00,19
49,2016-0008,6,55,CONDUCTOR,MASCULINO,30.0,,2016-01-24,2016,1,24,0 days 18:30:00,18
50,2016-0008,7,55,CONDUCTOR,MASCULINO,30.0,,2016-01-24,2016,1,24,0 days 19:10:00,19
51,2016-0008,6,85,CONDUCTOR,MASCULINO,30.0,2016-09-02,2016-01-24,2016,1,24,0 days 18:30:00,18
52,2016-0008,7,85,CONDUCTOR,MASCULINO,30.0,2016-09-02,2016-01-24,2016,1,24,0 days 19:10:00,19
53,2016-0008,6,136,CONDUCTOR,MASCULINO,30.0,2017-01-24,2016-01-24,2016,1,24,0 days 18:30:00,18
54,2016-0008,7,136,CONDUCTOR,MASCULINO,30.0,2017-01-24,2016-01-24,2016,1,24,0 days 19:10:00,19
55,2016-0008,6,142,CONDUCTOR,MASCULINO,30.0,2017-02-09,2016-01-24,2016,1,24,0 days 18:30:00,18
56,2016-0008,7,142,CONDUCTOR,MASCULINO,30.0,2017-02-09,2016-01-24,2016,1,24,0 days 19:10:00,19
57,2016-0008,6,261,CONDUCTOR,MASCULINO,30.0,2017-12-12,2016-01-24,2016,1,24,0 days 18:30:00,18
58,2016-0008,7,261,CONDUCTOR,MASCULINO,30.0,2017-12-12,2016-01-24,2016,1,24,0 days 19:10:00,19
59,2016-0008,6,334,CONDUCTOR,MASCULINO,30.0,2018-06-25,2016-01-24,2016,1,24,0 days 18:30:00,18
60,2016-0008,7,334,CONDUCTOR,MASCULINO,30.0,2018-06-25,2016-01-24,2016,1,24,0 days 19:10:00,19
61,2016-0008,6,356,CONDUCTOR,MASCULINO,30.0,2018-08-03,2016-01-24,2016,1,24,0 days 18:30:00,18
62,2016-0008,7,356,CONDUCTOR,MASCULINO,30.0,2018-08-03,2016-01-24,2016,1,24,0 days 19:10:00,19
63,2016-0008,6,389,CONDUCTOR,MASCULINO,30.0,2018-11-08,2016-01-24,2016,1,24,0 days 18:30:00,18
64,2016-0008,7,389,CONDUCTOR,MASCULINO,30.0,2018-11-08,2016-01-24,2016,1,24,0 days 19:10:00,19
65,2016-0008,6,476,CONDUCTOR,MASCULINO,30.0,2019-07-13,2016-01-24,2016,1,24,0 days 18:30:00,18
66,2016-0008,7,476,CONDUCTOR,MASCULINO,30.0,2019-07-13,2016-01-24,2016,1,24,0 days 19:10:00,19
67,2016-0008,6,620,CONDUCTOR,MASCULINO,30.0,2021-02-21,2016-01-24,2016,1,24,0 days 18:30:00,18
68,2016-0008,7,620,CONDUCTOR,MASCULINO,30.0,2021-02-21,2016-01-24,2016,1,24,0 days 19:10:00,19
69,2016-0008,6,684,CONDUCTOR,MASCULINO,30.0,2021-11-09,2016-01-24,2016,1,24,0 days 18:30:00,18
70,2016-0008,7,684,CONDUCTOR,MASCULINO,30.0,2021-11-09,2016-01-24,2016,1,24,0 days 19:10:00,19
71,2016-0008,6,3,CONDUCTOR,MASCULINO,30.0,2016-01-03,2016-01-24,2016,1,24,0 days 18:30:00,18
72,2016-0008,7,3,CONDUCTOR,MASCULINO,30.0,2016-01-03,2016-01-24,2016,1,24,0 days 19:10:00,19
73,2016-0008,6,6,CONDUCTOR,MASCULINO,30.0,2016-01-24,2016-01-24,2016,1,24,0 days 18:30:00,18
74,2016-0008,7,6,CONDUCTOR,MASCULINO,30.0,2016-01-24,2016-01-24,2016,1,24,0 days 19:10:00,19
75,2016-0008,6,19,CONDUCTOR,MASCULINO,30.0,2016-03-04,2016-01-24,2016,1,24,0 days 18:30:00,18
76,2016-0008,7,19,CONDUCTOR,MASCULINO,30.0,2016-03-04,2016-01-24,2016,1,24,0 days 19:10:00,19
77,2016-0008,6,41,CONDUCTOR,MASCULINO,30.0,2016-04-25,2016-01-24,2016,1,24,0 days 18:30:00,18
78,2016-0008,7,41,CONDUCTOR,MASCULINO,30.0,2016-04-25,2016-01-24,2016,1,24,0 days 19:10:00,19
79,2016-0008,6,50,CONDUCTOR,MASCULINO,30.0,2016-05-23,2016-01-24,2016,1,24,0 days 18:30:00,18
80,2016-0008,7,50,CONDUCTOR,MASCULINO,30.0,2016-05-23,2016-01-24,2016,1,24,0 days 19:10:00,19
81,2016-0008,6,55,CONDUCTOR,MASCULINO,30.0,,2016-01-24,2016,1,24,0 days 18:30:00,18
82,2016-0008,7,55,CONDUCTOR,MASCULINO,30.0,,2016-01-24,2016,1,24,0 days 19:10:00,19
83,2016-0008,6,85,CONDUCTOR,MASCULINO,30.0,2016-09-02,2016-01-24,2016,1,24,0 days 18:30:00,18
84,2016-0008,7,85,CONDUCTOR,MASCULINO,30.0,2016-09-02,2016-01-24,2016,1,24,0 days 19:10:00,19
85,2016-0008,6,136,CONDUCTOR,MASCULINO,30.0,2017-01-24,2016-01-24,2016,1,24,0 days 18:30:00,18
86,2016-0008,7,136,CONDUCTOR,MASCULINO,30.0,2017-01-24,2016-01-24,2016,1,24,0 days 19:10:00,19
87,2016-0008,6,142,CONDUCTOR,MASCULINO,30.0,2017-02-09,2016-01-24,2016,1,24,0 days 18:30:00,18
88,2016-0008,7,142,CONDUCTOR,MASCULINO,30.0,2017-02-09,2016-01-24,2016,1,24,0 days 19:10:00,19
89,2016-0008,6,261,CONDUCTOR,MASCULINO,30.0,2017-12-12,2016-01-24,2016,1,24,0 days 18:30:00,18
90,2016-0008,7,261,CONDUCTOR,MASCULINO,30.0,2017-12-12,2016-01-24,2016,1,24,0 days 19:10:00,19
91,2016-0008,6,334,CONDUCTOR,MASCULINO,30.0,2018-06-25,2016-01-24,2016,1,24,0 days 18:30:00,18
92,2016-0008,7,334,CONDUCTOR,MASCULINO,30.0,2018-06-25,2016-01-24,2016,1,24,0 days 19:10:00,19
93,2016-0008,6,356,CONDUCTOR,MASCULINO,30.0,2018-08-03,2016-01-24,2016,1,24,0 days 18:30:00,18
94,2016-0008,7,356,CONDUCTOR,MASCULINO,30.0,2018-08-03,2016-01-24,2016,1,24,0 days 19:10:00,19
95,2016-0008,6,389,CONDUCTOR,MASCULINO,30.0,2018-11-08,2016-01-24,2016,1,24,0 days 18:30:00,18
96,2016-0008,7,389,CONDUCTOR,MASCULINO,30.0,2018-11-08,2016-01-24,2016,1,24,0 days 19:10:00,19
97,2016-0008,6,476,CONDUCTOR,MASCULINO,30.0,2019-07-13,2016-01-24,2016,1,24,0 days 18:30:00,18
98,2016-0008,7,476,CONDUCTOR,MASCULINO,30.0,2019-07-13,2016-01-24,2016,1,24,0 days 19:10:00,19
99,2016-0008,6,620,CONDUCTOR,MASCULINO,30.0,2021-02-21,2016-01-24,2016,1,24,0 days 18:30:00,18
100,2016-0008,7,620,CONDUCTOR,MASCULINO,30.0,2021-02-21,2016-01-24,2016,1,24,0 days 19:10:00,19
101,2016-0008,6,684,CONDUCTOR,MASCULINO,30.0,2021-11-09,2016-01-24,2016,1,24,0 days 18:30:00,18
102,2016-0008,7,684,CONDUCTOR,MASCULINO,30.0,2021-11-09,2016-01-24,2016,1,24,0 days 19:10:00,19
103,2016-0009,6,7,PASAJERO_ACOMPAÑANTE,MASCULINO,29.0,2016-01-26,2016-01-24,2016,1,24,0 days 18:30:00,18
104,2016-0009,7,7,PASAJERO_ACOMPAÑANTE,MASCULINO,29.0,2016-01-26,2016-01-24,2016,1,24,0 days 19:10:00,19
105,2016-0009,6,410,PASAJERO_ACOMPAÑANTE,MASCULINO,29.0,2018-12-19,2016-01-24,2016,1,24,0 days 18:30:00,18
106,2016-0009,7,410,PASAJERO_ACOMPAÑANTE,MASCULINO,29.0,2018-12-19,2016-01-24,2016,1,24,0 days 19:10:00,19
107,2016-0009,6,7,PASAJERO_ACOMPAÑANTE,MASCULINO,29.0,2016-01-26,2016-01-24,2016,1,24,0 days 18:30:00,18
108,2016-0009,7,7,PASAJERO_ACOMPAÑANTE,MASCULINO,29.0,2016-01-26,2016-01-24,2016,1,24,0 days 19:10:00,19
109,2016-0009,6,410,PASAJERO_ACOMPAÑANTE,MASCULINO,29.0,2018-12-19,2016-01-24,2016,1,24,0 days 18:30:00,18
110,2016-0009,7,410,PASAJERO_ACOMPAÑANTE,MASCULINO,29.0,2018-12-19,2016-01-24,2016,1,24,0 days 19:10:00,19
111,2016-0010,8,4,CONDUCTOR,MASCULINO,18.0,,2016-01-29,2016,1,29,0 days 15:20:00,15
112,2016-0010,8,8,CONDUCTOR,MASCULINO,18.0,2016-01-29,2016-01-29,2016,1,29,0 days 15:20:00,15
113,2016-0010,8,129,CONDUCTOR,MASCULINO,18.0,2017-01-02,2016-01-29,2016,1,29,0 days 15:20:00,15
114,2016-0010,8,518,CONDUCTOR,MASCULINO,18.0,2019-12-18,2016-01-29,2016,1,29,0 days 15:20:00,15
115,2016-0012,9,9,CONDUCTOR,MASCULINO,22.0,2016-02-08,2016-02-08,2016,2,8,0 days 01:20:00,1
116,2016-0012,9,230,CONDUCTOR,MASCULINO,22.0,2017-09-20,2016-02-08,2016,2,8,0 days 01:20:00,1
117,2016-0012,9,376,CONDUCTOR,MASCULINO,22.0,2018-10-01,2016-02-08,2016,2,8,0 days 01:20:00,1
118,2016-0012,9,416,CONDUCTOR,MASCULINO,22.0,2018-12-29,2016-02-08,2016,2,8,0 days 01:20:00,1
119,2016-0012,9,434,CONDUCTOR,MASCULINO,22.0,2019-03-07,2016-02-08,2016,2,8,0 days 01:20:00,1
120,2016-0012,9,489,CONDUCTOR,MASCULINO,22.0,2019-09-02,2016-02-08,2016,2,8,0 days 01:20:00,1
121,2016-0012,9,617,CONDUCTOR,MASCULINO,22.0,2021-02-14,2016-02-08,2016,2,8,0 days 01:20:00,1
122,2016-0012,9,646,CONDUCTOR,MASCULINO,22.0,2021-05-26,2016-02-08,2016,2,8,0 days 01:20:00,1
123,2016-0012,9,679,CONDUCTOR,MASCULINO,22.0,2021-10-23,2016-02-08,2016,2,8,0 days 01:20:00,1
124,2016-0013,10,10,PEATON,MASCULINO,16.0,2016-02-10,2016-02-10,2016,2,10,0 days 11:30:00,11
125,2016-0015,11,11,PEATON,FEMENINO,16.0,2016-02-14,2016-02-14,2016,2,14,0 days 05:14:00,5
126,2016-0015,12,11,PEATON,FEMENINO,16.0,2016-02-14,2016-02-14,2016,2,14,0 days 22:00:00,22
127,2016-0015,11,11,PEATON,FEMENINO,16.0,2016-02-14,2016-02-14,2016,2,14,0 days 05:14:00,5
128,2016-0015,12,11,PEATON,FEMENINO,16.0,2016-02-14,2016-02-14,2016,2,14,0 days 22:00:00,22
129,2016-0016,11,12,PASAJERO_ACOMPAÑANTE,FEMENINO,19.0,2016-02-14,2016-02-14,2016,2,14,0 days 05:14:00,5
130,2016-0016,12,12,PASAJERO_ACOMPAÑANTE,FEMENINO,19.0,2016-02-14,2016-02-14,2016,2,14,0 days 22:00:00,22
131,2016-0016,11,653,PASAJERO_ACOMPAÑANTE,FEMENINO,19.0,2021-06-20,2016-02-14,2016,2,14,0 days 05:14:00,5
132,2016-0016,12,653,PASAJERO_ACOMPAÑANTE,FEMENINO,19.0,2021-06-20,2016-02-14,2016,2,14,0 days 22:00:00,22
133,2016-0016,11,12,PASAJERO_ACOMPAÑANTE,FEMENINO,19.0,2016-02-14,2016-02-14,2016,2,14,0 days 05:14:00,5
134,2016-0016,12,12,PASAJERO_ACOMPAÑANTE,FEMENINO,19.0,2016-02-14,2016-02-14,2016,2,14,0 days 22:00:00,22
135,2016-0016,11,653,PASAJERO_ACOMPAÑANTE,FEMENINO,19.0,2021-06-20,2016-02-14,2016,2,14,0 days 05:14:00,5
136,2016-0016,12,653,PASAJERO_ACOMPAÑANTE,FEMENINO,19.0,2021-06-20,2016-02-14,2016,2,14,0 days 22:00:00,22
137,2016-0017,13,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-15,2016,2,15,0 days 16:54:00,16
138,2016-0017,13,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-15,2016,2,15,0 days 16:54:00,16
139,2016-0017,13,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-15,2016,2,15,0 days 16:54:00,16
140,2016-0017,13,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-15,2016,2,15,0 days 16:54:00,16
141,2016-0019,14,14,PEATON,FEMENINO,65.0,2016-02-17,2016-02-17,2016,2,17,0 days 09:30:00,9
142,2016-0019,15,14,PEATON,FEMENINO,65.0,2016-02-17,2016-02-17,2016,2,17,0 days 16:00:00,16
143,2016-0019,16,14,PEATON,FEMENINO,65.0,2016-02-17,2016-02-17,2016,2,17,0 days 23:35:00,23
144,2016-0019,14,14,PEATON,FEMENINO,65.0,2016-02-17,2016-02-17,2016,2,17,0 days 09:30:00,9
145,2016-0019,15,14,PEATON,FEMENINO,65.0,2016-02-17,2016-02-17,2016,2,17,0 days 16:00:00,16
146,2016-0019,16,14,PEATON,FEMENINO,65.0,2016-02-17,2016-02-17,2016,2,17,0 days 23:35:00,23
147,2016-0019,14,14,PEATON,FEMENINO,65.0,2016-02-17,2016-02-17,2016,2,17,0 days 09:30:00,9
148,2016-0019,15,14,PEATON,FEMENINO,65.0,2016-02-17,2016-02-17,2016,2,17,0 days 16:00:00,16
149,2016-0019,16,14,PEATON,FEMENINO,65.0,2016-02-17,2016-02-17,2016,2,17,0 days 23:35:00,23
150,2016-0020,14,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-17,2016,2,17,0 days 09:30:00,9
151,2016-0020,15,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-17,2016,2,17,0 days 16:00:00,16
152,2016-0020,16,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-17,2016,2,17,0 days 23:35:00,23
153,2016-0020,14,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-17,2016,2,17,0 days 09:30:00,9
154,2016-0020,15,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-17,2016,2,17,0 days 16:00:00,16
155,2016-0020,16,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-17,2016,2,17,0 days 23:35:00,23
156,2016-0020,14,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-17,2016,2,17,0 days 09:30:00,9
157,2016-0020,15,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-17,2016,2,17,0 days 16:00:00,16
158,2016-0020,16,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-17,2016,2,17,0 days 23:35:00,23
159,2016-0020,14,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-17,2016,2,17,0 days 09:30:00,9
160,2016-0020,15,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-17,2016,2,17,0 days 16:00:00,16
161,2016-0020,16,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-17,2016,2,17,0 days 23:35:00,23
162,2016-0020,14,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-17,2016,2,17,0 days 09:30:00,9
163,2016-0020,15,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-17,2016,2,17,0 days 16:00:00,16
164,2016-0020,16,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-17,2016,2,17,0 days 23:35:00,23
165,2016-0020,14,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-17,2016,2,17,0 days 09:30:00,9
166,2016-0020,15,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-17,2016,2,17,0 days 16:00:00,16
167,2016-0020,16,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-17,2016,2,17,0 days 23:35:00,23
168,2016-0020,14,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-17,2016,2,17,0 days 09:30:00,9
169,2016-0020,15,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-17,2016,2,17,0 days 16:00:00,16
170,2016-0020,16,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-17,2016,2,17,0 days 23:35:00,23
171,2016-0020,14,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-17,2016,2,17,0 days 09:30:00,9
172,2016-0020,15,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-17,2016,2,17,0 days 16:00:00,16
173,2016-0020,16,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-17,2016,2,17,0 days 23:35:00,23
174,2016-0020,14,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-17,2016,2,17,0 days 09:30:00,9
175,2016-0020,15,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-17,2016,2,17,0 days 16:00:00,16
176,2016-0020,16,13,PEATON,MASCULINO,59.0,2016-02-16,2016-02-17,2016,2,17,0 days 23:35:00,23
177,2016-0020,14,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-17,2016,2,17,0 days 09:30:00,9
178,2016-0020,15,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-17,2016,2,17,0 days 16:00:00,16
179,2016-0020,16,15,PEATON,MASCULINO,59.0,2016-03-02,2016-02-17,2016,2,17,0 days 23:35:00,23
180,2016-0020,14,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-17,2016,2,17,0 days 09:30:00,9
181,2016-0020,15,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-17,2016,2,17,0 days 16:00:00,16
182,2016-0020,16,427,PEATON,MASCULINO,59.0,2019-02-02,2016-02-17,2016,2,17,0 days 23:35:00,23
183,2016-0020,14,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-17,2016,2,17,0 days 09:30:00,9
184,2016-0020,15,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-17,2016,2,17,0 days 16:00:00,16
185,2016-0020,16,667,PEATON,MASCULINO,59.0,2021-08-09,2016-02-17,2016,2,17,0 days 23:35:00,23
186,2016-0021,14,16,CONDUCTOR,MASCULINO,34.0,2016-02-17,2016-02-17,2016,2,17,0 days 09:30:00,9
187,2016-0021,15,16,CONDUCTOR,MASCULINO,34.0,2016-02-17,2016-02-17,2016,2,17,0 days 16:00:00,16
188,2016-0021,16,16,CONDUCTOR,MASCULINO,34.0,2016-02-17,2016-02-17,2016,2,17,0 days 23:35:00,23
189,2016-0021,14,25,CONDUCTOR,MASCULINO,34.0,2016-03-13,2016-02-17,2016,2,17,0 days 09:30:00,9
190,2016-0021,15,25,CONDUCTOR,MASCULINO,34.0,2016-03-13,2016-02-17,2016,2,17,0 days 16:00:00,16
191,2016-0021,16,25,CONDUCTOR,MASCULINO,34.0,2016-03-13,2016-02-17,2016,2,17,0 days 23:35:00,23
192,2016-0021,14,229,CONDUCTOR,MASCULINO,34.0,,2016-02-17,2016,2,17,0 days 09:30:00,9
193,2016-0021,15,229,CONDUCTOR,MASCULINO,34.0,,2016-02-17,2016,2,17,0 days 16:00:00,16
194,2016-0021,16,229,CONDUCTOR,MASCULINO,34.0,,2016-02-17,2016,2,17,0 days 23:35:00,23
195,2016-0021,14,425,CONDUCTOR,MASCULINO,34.0,2019-01-31,2016-02-17,2016,2,17,0 days 09:30:00,9
196,2016-0021,15,425,CONDUCTOR,MASCULINO,34.0,2019-01-31,2016-02-17,2016,2,17,0 days 16:00:00,16
197,2016-0021,16,425,CONDUCTOR,MASCULINO,34.0,2019-01-31,2016-02-17,2016,2,17,0 days 23:35:00,23
198,2016-0021,14,440,CONDUCTOR,MASCULINO,34.0,2019-03-16,2016-02-17,2016,2,17,0 days 09:30:00,9
199,2016-0021,15,440,CONDUCTOR,MASCULINO,34.0,2019-03-16,2016-02-17,2016,2,17,0 days 16:00:00,16
200,2016-0021,16,440,CONDUCTOR,MASCULINO,34.0,2019-03-16,2016-02-17,2016,2,17,0 days 23:35:00,23
201,2016-0021,14,453,CONDUCTOR,MASCULINO,34.0,2019-05-02,2016-02-17,2016,2,17,0 days 09:30:00,9
202,2016-0021,15,453,CONDUCTOR,MASCULINO,34.0,2019-05-02,2016-02-17,2016,2,17,0 days 16:00:00,16
203,2016-0021,16,453,CONDUCTOR,MASCULINO,34.0,2019-05-02,2016-02-17,2016,2,17,0 days 23:35:00,23
204,2016-0021,14,562,CONDUCTOR,MASCULINO,34.0,2020-09-28,2016-02-17,2016,2,17,0 days 09:30:00,9
205,2016-0021,15,562,CONDUCTOR,MASCULINO,34.0,2020-09-28,2016-02-17,2016,2,17,0 days 16:00:00,16
206,2016-0021,16,562,CONDUCTOR,MASCULINO,34.0,2020-09-28,2016-02-17,2016,2,17,0 days 23:35:00,23
207,2016-0021,14,16,CONDUCTOR,MASCULINO,34.0,2016-02-17,2016-02-17,2016,2,17,0 days 09:30:00,9
208,2016-0021,15,16,CONDUCTOR,MASCULINO,34.0,2016-02-17,2016-02-17,2016,2,17,0 days 16:00:00,16
209,2016-0021,16,16,CONDUCTOR,MASCULINO,34.0,2016-02-17,2016-02-17,2016,2,17,0 days 23:35:00,23
210,2016-0021,14,25,CONDUCTOR,MASCULINO,34.0,2016-03-13,2016-02-17,2016,2,17,0 days 09:30:00,9
211,2016-0021,15,25,CONDUCTOR,MASCULINO,34.0,2016-03-13,2016-02-17,2016,2,17,0 days 16:00:00,16
212,2016-0021,16,25,CONDUCTOR,MASCULINO,34.0,2016-03-13,2016-02-17,2016,2,17,0 days 23:35:00,23
213,2016-0021,14,229,CONDUCTOR,MASCULINO,34.0,,2016-02-17,2016,2,17,0 days 09:30:00,9
214,2016-0021,15,229,CONDUCTOR,MASCULINO,34.0,,2016-02-17,2016,2,17,0 days 16:00:00,16
215,2016-0021,16,229,CONDUCTOR,MASCULINO,34.0,,2016-02-17,2016,2,17,0 days 23:35:00,23
216,2016-0021,14,425,CONDUCTOR,MASCULINO,34.0,2019-01-31,2016-02-17,2016,2,17,0 days 09:30:00,9
