HechoVictimaID,ID_HECHO,FechaID,VictimaID,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,FECHA,AAAA,MM,DD,HORA,HH
2061,2017-0008,146,96,CONDUCTOR,MASCULINO,29.0,2016-10-04,2017-01-16,2017,1,16,0 days 00:40:00,0
2062,2017-0008,147,96,CONDUCTOR,MASCULINO,29.0,2016-10-04,2017-01-16,2017,1,16,0 days 13:56:00,13
2063,2017-0008,148,96,CONDUCTOR,MASCULINO,29.0,2016-10-04,2017-01-16,2017,1,16,0 days 16:30:00,16
2064,2017-0008,146,118,CONDUCTOR,MASCULINO,29.0,2016-12-06,2017-01-16,2017,1,16,0 days 00:40:00,0
2065,2017-0008,147,118,CONDUCTOR,MASCULINO,29.0,2016-12-06,2017-01-16,2017,1,16,0 days 13:56:00,13
2066,2017-0008,148,118,CONDUCTOR,MASCULINO,29.0,2016-12-06,2017-01-16,2017,1,16,0 days 16:30:00,16
2067,2017-0008,146,132,CONDUCTOR,MASCULINO,29.0,2017-01-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2068,2017-0008,147,132,CONDUCTOR,MASCULINO,29.0,2017-01-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2069,2017-0008,148,132,CONDUCTOR,MASCULINO,29.0,2017-01-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2070,2017-0008,146,235,CONDUCTOR,MASCULINO,29.0,2017-10-13,2017-01-16,2017,1,16,0 days 00:40:00,0
2071,2017-0008,147,235,CONDUCTOR,MASCULINO,29.0,2017-10-13,2017-01-16,2017,1,16,0 days 13:56:00,13
2072,2017-0008,148,235,CONDUCTOR,MASCULINO,29.0,2017-10-13,2017-01-16,2017,1,16,0 days 16:30:00,16
2073,2017-0008,146,399,CONDUCTOR,MASCULINO,29.0,2018-11-19,2017-01-16,2017,1,16,0 days 00:40:00,0
2074,2017-0008,147,399,CONDUCTOR,MASCULINO,29.0,2018-11-19,2017-01-16,2017,1,16,0 days 13:56:00,13
2075,2017-0008,148,399,CONDUCTOR,MASCULINO,29.0,2018-11-19,2017-01-16,2017,1,16,0 days 16:30:00,16
2076,2017-0008,146,404,CONDUCTOR,MASCULINO,29.0,2018-12-07,2017-01-16,2017,1,16,0 days 00:40:00,0
2077,2017-0008,147,404,CONDUCTOR,MASCULINO,29.0,2018-12-07,2017-01-16,2017,1,16,0 days 13:56:00,13
2078,2017-0008,148,404,CONDUCTOR,MASCULINO,29.0,2018-12-07,2017-01-16,2017,1,16,0 days 16:30:00,16
2079,2017-0008,146,490,CONDUCTOR,MASCULINO,29.0,2019-09-06,2017-01-16,2017,1,16,0 days 00:40:00,0
2080,2017-0008,147,490,CONDUCTOR,MASCULINO,29.0,2019-09-06,2017-01-16,2017,1,16,0 days 13:56:00,13
2081,2017-0008,148,490,CONDUCTOR,MASCULINO,29.0,2019-09-06,2017-01-16,2017,1,16,0 days 16:30:00,16
2082,2017-0008,146,503,CONDUCTOR,MASCULINO,29.0,2019-10-15,2017-01-16,2017,1,16,0 days 00:40:00,0
2083,2017-0008,147,503,CONDUCTOR,MASCULINO,29.0,2019-10-15,2017-01-16,2017,1,16,0 days 13:56:00,13
2084,2017-0008,148,503,CONDUCTOR,MASCULINO,29.0,2019-10-15,2017-01-16,2017,1,16,0 days 16:30:00,16
2085,2017-0008,146,535,CONDUCTOR,MASCULINO,29.0,2020-02-28,2017-01-16,2017,1,16,0 days 00:40:00,0
2086,2017-0008,147,535,CONDUCTOR,MASCULINO,29.0,2020-02-28,2017-01-16,2017,1,16,0 days 13:56:00,13
2087,2017-0008,148,535,CONDUCTOR,MASCULINO,29.0,2020-02-28,2017-01-16,2017,1,16,0 days 16:30:00,16
2088,2017-0008,146,551,CONDUCTOR,MASCULINO,29.0,2020-06-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2089,2017-0008,147,551,CONDUCTOR,MASCULINO,29.0,2020-06-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2090,2017-0008,148,551,CONDUCTOR,MASCULINO,29.0,2020-06-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2091,2017-0009,146,39,CONDUCTOR,MASCULINO,36.0,2016-04-20,2017-01-16,2017,1,16,0 days 00:40:00,0
2092,2017-0009,147,39,CONDUCTOR,MASCULINO,36.0,2016-04-20,2017-01-16,2017,1,16,0 days 13:56:00,13
2093,2017-0009,148,39,CONDUCTOR,MASCULINO,36.0,2016-04-20,2017-01-16,2017,1,16,0 days 16:30:00,16
2094,2017-0009,146,133,CONDUCTOR,MASCULINO,36.0,2017-01-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2095,2017-0009,147,133,CONDUCTOR,MASCULINO,36.0,2017-01-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2096,2017-0009,148,133,CONDUCTOR,MASCULINO,36.0,2017-01-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2097,2017-0009,146,210,CONDUCTOR,MASCULINO,36.0,2017-08-06,2017-01-16,2017,1,16,0 days 00:40:00,0
2098,2017-0009,147,210,CONDUCTOR,MASCULINO,36.0,2017-08-06,2017-01-16,2017,1,16,0 days 13:56:00,13
2099,2017-0009,148,210,CONDUCTOR,MASCULINO,36.0,2017-08-06,2017-01-16,2017,1,16,0 days 16:30:00,16
2100,2017-0009,146,237,CONDUCTOR,MASCULINO,36.0,2017-10-14,2017-01-16,2017,1,16,0 days 00:40:00,0
2101,2017-0009,147,237,CONDUCTOR,MASCULINO,36.0,2017-10-14,2017-01-16,2017,1,16,0 days 13:56:00,13
2102,2017-0009,148,237,CONDUCTOR,MASCULINO,36.0,2017-10-14,2017-01-16,2017,1,16,0 days 16:30:00,16
2103,2017-0009,146,522,CONDUCTOR,MASCULINO,36.0,2020-01-07,2017-01-16,2017,1,16,0 days 00:40:00,0
2104,2017-0009,147,522,CONDUCTOR,MASCULINO,36.0,2020-01-07,2017-01-16,2017,1,16,0 days 13:56:00,13
2105,2017-0009,148,522,CONDUCTOR,MASCULINO,36.0,2020-01-07,2017-01-16,2017,1,16,0 days 16:30:00,16
2106,2017-0009,146,602,CONDUCTOR,MASCULINO,36.0,2021-01-06,2017-01-16,2017,1,16,0 days 00:40:00,0
2107,2017-0009,147,602,CONDUCTOR,MASCULINO,36.0,2021-01-06,2017-01-16,2017,1,16,0 days 13:56:00,13
2108,2017-0009,148,602,CONDUCTOR,MASCULINO,36.0,2021-01-06,2017-01-16,2017,1,16,0 days 16:30:00,16
2109,2017-0009,146,627,CONDUCTOR,MASCULINO,36.0,2021-03-15,2017-01-16,2017,1,16,0 days 00:40:00,0
2110,2017-0009,147,627,CONDUCTOR,MASCULINO,36.0,2021-03-15,2017-01-16,2017,1,16,0 days 13:56:00,13
2111,2017-0009,148,627,CONDUCTOR,MASCULINO,36.0,2021-03-15,2017-01-16,2017,1,16,0 days 16:30:00,16
2112,2017-0009,146,637,CONDUCTOR,MASCULINO,36.0,2021-05-09,2017-01-16,2017,1,16,0 days 00:40:00,0
2113,2017-0009,147,637,CONDUCTOR,MASCULINO,36.0,2021-05-09,2017-01-16,2017,1,16,0 days 13:56:00,13
2114,2017-0009,148,637,CONDUCTOR,MASCULINO,36.0,2021-05-09,2017-01-16,2017,1,16,0 days 16:30:00,16
2115,2017-0009,146,39,CONDUCTOR,MASCULINO,36.0,2016-04-20,2017-01-16,2017,1,16,0 days 00:40:00,0
2116,2017-0009,147,39,CONDUCTOR,MASCULINO,36.0,2016-04-20,2017-01-16,2017,1,16,0 days 13:56:00,13
2117,2017-0009,148,39,CONDUCTOR,MASCULINO,36.0,2016-04-20,2017-01-16,2017,1,16,0 days 16:30:00,16
2118,2017-0009,146,133,CONDUCTOR,MASCULINO,36.0,2017-01-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2119,2017-0009,147,133,CONDUCTOR,MASCULINO,36.0,2017-01-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2120,2017-0009,148,133,CONDUCTOR,MASCULINO,36.0,2017-01-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2121,2017-0009,146,210,CONDUCTOR,MASCULINO,36.0,2017-08-06,2017-01-16,2017,1,16,0 days 00:40:00,0
2122,2017-0009,147,210,CONDUCTOR,MASCULINO,36.0,2017-08-06,2017-01-16,2017,1,16,0 days 13:56:00,13
2123,2017-0009,148,210,CONDUCTOR,MASCULINO,36.0,2017-08-06,2017-01-16,2017,1,16,0 days 16:30:00,16
2124,2017-0009,146,237,CONDUCTOR,MASCULINO,36.0,2017-10-14,2017-01-16,2017,1,16,0 days 00:40:00,0
2125,2017-0009,147,237,CONDUCTOR,MASCULINO,36.0,2017-10-14,2017-01-16,2017,1,16,0 days 13:56:00,13
2126,2017-0009,148,237,CONDUCTOR,MASCULINO,36.0,2017-10-14,2017-01-16,2017,1,16,0 days 16:30:00,16
2127,2017-0009,146,522,CONDUCTOR,MASCULINO,36.0,2020-01-07,2017-01-16,2017,1,16,0 days 00:40:00,0
2128,2017-0009,147,522,CONDUCTOR,MASCULINO,36.0,2020-01-07,2017-01-16,2017,1,16,0 days 13:56:00,13
2129,2017-0009,148,522,CONDUCTOR,MASCULINO,36.0,2020-01-07,2017-01-16,2017,1,16,0 days 16:30:00,16
2130,2017-0009,146,602,CONDUCTOR,MASCULINO,36.0,2021-01-06,2017-01-16,2017,1,16,0 days 00:40:00,0
2131,2017-0009,147,602,CONDUCTOR,MASCULINO,36.0,2021-01-06,2017-01-16,2017,1,16,0 days 13:56:00,13
2132,2017-0009,148,602,CONDUCTOR,MASCULINO,36.0,2021-01-06,2017-01-16,2017,1,16,0 days 16:30:00,16
2133,2017-0009,146,627,CONDUCTOR,MASCULINO,36.0,2021-03-15,2017-01-16,2017,1,16,0 days 00:40:00,0
2134,2017-0009,147,627,CONDUCTOR,MASCULINO,36.0,2021-03-15,2017-01-16,2017,1,16,0 days 13:56:00,13
2135,2017-0009,148,627,CONDUCTOR,MASCULINO,36.0,2021-03-15,2017-01-16,2017,1,16,0 days 16:30:00,16
2136,2017-0009,146,637,CONDUCTOR,MASCULINO,36.0,2021-05-09,2017-01-16,2017,1,16,0 days 00:40:00,0
2137,2017-0009,147,637,CONDUCTOR,MASCULINO,36.0,2021-05-09,2017-01-16,2017,1,16,0 days 13:56:00,13
2138,2017-0009,148,637,CONDUCTOR,MASCULINO,36.0,2021-05-09,2017-01-16,2017,1,16,0 days 16:30:00,16
2139,2017-0009,146,39,CONDUCTOR,MASCULINO,36.0,2016-04-20,2017-01-16,2017,1,16,0 days 00:40:00,0
2140,2017-0009,147,39,CONDUCTOR,MASCULINO,36.0,2016-04-20,2017-01-16,2017,1,16,0 days 13:56:00,13
2141,2017-0009,148,39,CONDUCTOR,MASCULINO,36.0,2016-04-20,2017-01-16,2017,1,16,0 days 16:30:00,16
2142,2017-0009,146,133,CONDUCTOR,MASCULINO,36.0,2017-01-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2143,2017-0009,147,133,CONDUCTOR,MASCULINO,36.0,2017-01-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2144,2017-0009,148,133,CONDUCTOR,MASCULINO,36.0,2017-01-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2145,2017-0009,146,210,CONDUCTOR,MASCULINO,36.0,2017-08-06,2017-01-16,2017,1,16,0 days 00:40:00,0
2146,2017-0009,147,210,CONDUCTOR,MASCULINO,36.0,2017-08-06,2017-01-16,2017,1,16,0 days 13:56:00,13
2147,2017-0009,148,210,CONDUCTOR,MASCULINO,36.0,2017-08-06,2017-01-16,2017,1,16,0 days 16:30:00,16
2148,2017-0009,146,237,CONDUCTOR,MASCULINO,36.0,2017-10-14,2017-01-16,2017,1,16,0 days 00:40:00,0
2149,2017-0009,147,237,CONDUCTOR,MASCULINO,36.0,2017-10-14,2017-01-16,2017,1,16,0 days 13:56:00,13
2150,2017-0009,148,237,CONDUCTOR,MASCULINO,36.0,2017-10-14,2017-01-16,2017,1,16,0 days 16:30:00,16
2151,2017-0009,146,522,CONDUCTOR,MASCULINO,36.0,2020-01-07,2017-01-16,2017,1,16,0 days 00:40:00,0
2152,2017-0009,147,522,CONDUCTOR,MASCULINO,36.0,2020-01-07,2017-01-16,2017,1,16,0 days 13:56:00,13
2153,2017-0009,148,522,CONDUCTOR,MASCULINO,36.0,2020-01-07,2017-01-16,2017,1,16,0 days 16:30:00,16
2154,2017-0009,146,602,CONDUCTOR,MASCULINO,36.0,2021-01-06,2017-01-16,2017,1,16,0 days 00:40:00,0
2155,2017-0009,147,602,CONDUCTOR,MASCULINO,36.0,2021-01-06,2017-01-16,2017,1,16,0 days 13:56:00,13
2156,2017-0009,148,602,CONDUCTOR,MASCULINO,36.0,2021-01-06,2017-01-16,2017,1,16,0 days 16:30:00,16
2157,2017-0009,146,627,CONDUCTOR,MASCULINO,36.0,2021-03-15,2017-01-16,2017,1,16,0 days 00:40:00,0
2158,2017-0009,147,627,CONDUCTOR,MASCULINO,36.0,2021-03-15,2017-01-16,2017,1,16,0 days 13:56:00,13
2159,2017-0009,148,627,CONDUCTOR,MASCULINO,36.0,2021-03-15,2017-01-16,2017,1,16,0 days 16:30:00,16
2160,2017-0009,146,637,CONDUCTOR,MASCULINO,36.0,2021-05-09,2017-01-16,2017,1,16,0 days 00:40:00,0
2161,2017-0009,147,637,CONDUCTOR,MASCULINO,36.0,2021-05-09,2017-01-16,2017,1,16,0 days 13:56:00,13
2162,2017-0009,148,637,CONDUCTOR,MASCULINO,36.0,2021-05-09,2017-01-16,2017,1,16,0 days 16:30:00,16
2163,2017-0010,146,51,CONDUCTOR,MASCULINO,23.0,,2017-01-16,2017,1,16,0 days 00:40:00,0
2164,2017-0010,147,51,CONDUCTOR,MASCULINO,23.0,,2017-01-16,2017,1,16,0 days 13:56:00,13
2165,2017-0010,148,51,CONDUCTOR,MASCULINO,23.0,,2017-01-16,2017,1,16,0 days 16:30:00,16
2166,2017-0010,146,63,CONDUCTOR,MASCULINO,23.0,2016-07-03,2017-01-16,2017,1,16,0 days 00:40:00,0
2167,2017-0010,147,63,CONDUCTOR,MASCULINO,23.0,2016-07-03,2017-01-16,2017,1,16,0 days 13:56:00,13
2168,2017-0010,148,63,CONDUCTOR,MASCULINO,23.0,2016-07-03,2017-01-16,2017,1,16,0 days 16:30:00,16
2169,2017-0010,146,117,CONDUCTOR,MASCULINO,23.0,2016-11-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2170,2017-0010,147,117,CONDUCTOR,MASCULINO,23.0,2016-11-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2171,2017-0010,148,117,CONDUCTOR,MASCULINO,23.0,2016-11-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2172,2017-0010,146,134,CONDUCTOR,MASCULINO,23.0,2017-01-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2173,2017-0010,147,134,CONDUCTOR,MASCULINO,23.0,2017-01-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2174,2017-0010,148,134,CONDUCTOR,MASCULINO,23.0,2017-01-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2175,2017-0010,146,145,CONDUCTOR,MASCULINO,23.0,2017-02-24,2017-01-16,2017,1,16,0 days 00:40:00,0
2176,2017-0010,147,145,CONDUCTOR,MASCULINO,23.0,2017-02-24,2017-01-16,2017,1,16,0 days 13:56:00,13
2177,2017-0010,148,145,CONDUCTOR,MASCULINO,23.0,2017-02-24,2017-01-16,2017,1,16,0 days 16:30:00,16
2178,2017-0010,146,241,CONDUCTOR,MASCULINO,23.0,2017-10-27,2017-01-16,2017,1,16,0 days 00:40:00,0
2179,2017-0010,147,241,CONDUCTOR,MASCULINO,23.0,2017-10-27,2017-01-16,2017,1,16,0 days 13:56:00,13
2180,2017-0010,148,241,CONDUCTOR,MASCULINO,23.0,2017-10-27,2017-01-16,2017,1,16,0 days 16:30:00,16
2181,2017-0010,146,242,CONDUCTOR,MASCULINO,23.0,2017-10-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2182,2017-0010,147,242,CONDUCTOR,MASCULINO,23.0,2017-10-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2183,2017-0010,148,242,CONDUCTOR,MASCULINO,23.0,2017-10-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2184,2017-0010,146,363,CONDUCTOR,MASCULINO,23.0,2018-08-20,2017-01-16,2017,1,16,0 days 00:40:00,0
2185,2017-0010,147,363,CONDUCTOR,MASCULINO,23.0,2018-08-20,2017-01-16,2017,1,16,0 days 13:56:00,13
2186,2017-0010,148,363,CONDUCTOR,MASCULINO,23.0,2018-08-20,2017-01-16,2017,1,16,0 days 16:30:00,16
2187,2017-0010,146,386,CONDUCTOR,MASCULINO,23.0,2018-10-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2188,2017-0010,147,386,CONDUCTOR,MASCULINO,23.0,2018-10-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2189,2017-0010,148,386,CONDUCTOR,MASCULINO,23.0,2018-10-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2190,2017-0010,146,419,CONDUCTOR,MASCULINO,23.0,2019-01-12,2017-01-16,2017,1,16,0 days 00:40:00,0
2191,2017-0010,147,419,CONDUCTOR,MASCULINO,23.0,2019-01-12,2017-01-16,2017,1,16,0 days 13:56:00,13
2192,2017-0010,148,419,CONDUCTOR,MASCULINO,23.0,2019-01-12,2017-01-16,2017,1,16,0 days 16:30:00,16
2193,2017-0010,146,438,CONDUCTOR,MASCULINO,23.0,2019-03-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2194,2017-0010,147,438,CONDUCTOR,MASCULINO,23.0,2019-03-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2195,2017-0010,148,438,CONDUCTOR,MASCULINO,23.0,2019-03-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2196,2017-0010,146,526,CONDUCTOR,MASCULINO,23.0,2020-01-20,2017-01-16,2017,1,16,0 days 00:40:00,0
2197,2017-0010,147,526,CONDUCTOR,MASCULINO,23.0,2020-01-20,2017-01-16,2017,1,16,0 days 13:56:00,13
2198,2017-0010,148,526,CONDUCTOR,MASCULINO,23.0,2020-01-20,2017-01-16,2017,1,16,0 days 16:30:00,16
2199,2017-0010,146,51,CONDUCTOR,MASCULINO,23.0,,2017-01-16,2017,1,16,0 days 00:40:00,0
2200,2017-0010,147,51,CONDUCTOR,MASCULINO,23.0,,2017-01-16,2017,1,16,0 days 13:56:00,13
2201,2017-0010,148,51,CONDUCTOR,MASCULINO,23.0,,2017-01-16,2017,1,16,0 days 16:30:00,16
2202,2017-0010,146,63,CONDUCTOR,MASCULINO,23.0,2016-07-03,2017-01-16,2017,1,16,0 days 00:40:00,0
2203,2017-0010,147,63,CONDUCTOR,MASCULINO,23.0,2016-07-03,2017-01-16,2017,1,16,0 days 13:56:00,13
2204,2017-0010,148,63,CONDUCTOR,MASCULINO,23.0,2016-07-03,2017-01-16,2017,1,16,0 days 16:30:00,16
2205,2017-0010,146,117,CONDUCTOR,MASCULINO,23.0,2016-11-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2206,2017-0010,147,117,CONDUCTOR,MASCULINO,23.0,2016-11-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2207,2017-0010,148,117,CONDUCTOR,MASCULINO,23.0,2016-11-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2208,2017-0010,146,134,CONDUCTOR,MASCULINO,23.0,2017-01-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2209,2017-0010,147,134,CONDUCTOR,MASCULINO,23.0,2017-01-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2210,2017-0010,148,134,CONDUCTOR,MASCULINO,23.0,2017-01-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2211,2017-0010,146,145,CONDUCTOR,MASCULINO,23.0,2017-02-24,2017-01-16,2017,1,16,0 days 00:40:00,0
2212,2017-0010,147,145,CONDUCTOR,MASCULINO,23.0,2017-02-24,2017-01-16,2017,1,16,0 days 13:56:00,13
2213,2017-0010,148,145,CONDUCTOR,MASCULINO,23.0,2017-02-24,2017-01-16,2017,1,16,0 days 16:30:00,16
2214,2017-0010,146,241,CONDUCTOR,MASCULINO,23.0,2017-10-27,2017-01-16,2017,1,16,0 days 00:40:00,0
2215,2017-0010,147,241,CONDUCTOR,MASCULINO,23.0,2017-10-27,2017-01-16,2017,1,16,0 days 13:56:00,13
2216,2017-0010,148,241,CONDUCTOR,MASCULINO,23.0,2017-10-27,2017-01-16,2017,1,16,0 days 16:30:00,16
2217,2017-0010,146,242,CONDUCTOR,MASCULINO,23.0,2017-10-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2218,2017-0010,147,242,CONDUCTOR,MASCULINO,23.0,2017-10-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2219,2017-0010,148,242,CONDUCTOR,MASCULINO,23.0,2017-10-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2220,2017-0010,146,363,CONDUCTOR,MASCULINO,23.0,2018-08-20,2017-01-16,2017,1,16,0 days 00:40:00,0
2221,2017-0010,147,363,CONDUCTOR,MASCULINO,23.0,2018-08-20,2017-01-16,2017,1,16,0 days 13:56:00,13
2222,2017-0010,148,363,CONDUCTOR,MASCULINO,23.0,2018-08-20,2017-01-16,2017,1,16,0 days 16:30:00,16
2223,2017-0010,146,386,CONDUCTOR,MASCULINO,23.0,2018-10-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2224,2017-0010,147,386,CONDUCTOR,MASCULINO,23.0,2018-10-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2225,2017-0010,148,386,CONDUCTOR,MASCULINO,23.0,2018-10-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2226,2017-0010,146,419,CONDUCTOR,MASCULINO,23.0,2019-01-12,2017-01-16,2017,1,16,0 days 00:40:00,0
2227,2017-0010,147,419,CONDUCTOR,MASCULINO,23.0,2019-01-12,2017-01-16,2017,1,16,0 days 13:56:00,13
2228,2017-0010,148,419,CONDUCTOR,MASCULINO,23.0,2019-01-12,2017-01-16,2017,1,16,0 days 16:30:00,16
2229,2017-0010,146,438,CONDUCTOR,MASCULINO,23.0,2019-03-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2230,2017-0010,147,438,CONDUCTOR,MASCULINO,23.0,2019-03-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2231,2017-0010,148,438,CONDUCTOR,MASCULINO,23.0,2019-03-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2232,2017-0010,146,526,CONDUCTOR,MASCULINO,23.0,2020-01-20,2017-01-16,2017,1,16,0 days 00:40:00,0
2233,2017-0010,147,526,CONDUCTOR,MASCULINO,23.0,2020-01-20,2017-01-16,2017,1,16,0 days 13:56:00,13
2234,2017-0010,148,526,CONDUCTOR,MASCULINO,23.0,2020-01-20,2017-01-16,2017,1,16,0 days 16:30:00,16
2235,2017-0010,146,51,CONDUCTOR,MASCULINO,23.0,,2017-01-16,2017,1,16,0 days 00:40:00,0
2236,2017-0010,147,51,CONDUCTOR,MASCULINO,23.0,,2017-01-16,2017,1,16,0 days 13:56:00,13
2237,2017-0010,148,51,CONDUCTOR,MASCULINO,23.0,,2017-01-16,2017,1,16,0 days 16:30:00,16
2238,2017-0010,146,63,CONDUCTOR,MASCULINO,23.0,2016-07-03,2017-01-16,2017,1,16,0 days 00:40:00,0
2239,2017-0010,147,63,CONDUCTOR,MASCULINO,23.0,2016-07-03,2017-01-16,2017,1,16,0 days 13:56:00,13
2240,2017-0010,148,63,CONDUCTOR,MASCULINO,23.0,2016-07-03,2017-01-16,2017,1,16,0 days 16:30:00,16
2241,2017-0010,146,117,CONDUCTOR,MASCULINO,23.0,2016-11-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2242,2017-0010,147,117,CONDUCTOR,MASCULINO,23.0,2016-11-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2243,2017-0010,148,117,CONDUCTOR,MASCULINO,23.0,2016-11-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2244,2017-0010,146,134,CONDUCTOR,MASCULINO,23.0,2017-01-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2245,2017-0010,147,134,CONDUCTOR,MASCULINO,23.0,2017-01-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2246,2017-0010,148,134,CONDUCTOR,MASCULINO,23.0,2017-01-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2247,2017-0010,146,145,CONDUCTOR,MASCULINO,23.0,2017-02-24,2017-01-16,2017,1,16,0 days 00:40:00,0
2248,2017-0010,147,145,CONDUCTOR,MASCULINO,23.0,2017-02-24,2017-01-16,2017,1,16,0 days 13:56:00,13
2249,2017-0010,148,145,CONDUCTOR,MASCULINO,23.0,2017-02-24,2017-01-16,2017,1,16,0 days 16:30:00,16
2250,2017-0010,146,241,CONDUCTOR,MASCULINO,23.0,2017-10-27,2017-01-16,2017,1,16,0 days 00:40:00,0
2251,2017-0010,147,241,CONDUCTOR,MASCULINO,23.0,2017-10-27,2017-01-16,2017,1,16,0 days 13:56:00,13
2252,2017-0010,148,241,CONDUCTOR,MASCULINO,23.0,2017-10-27,2017-01-16,2017,1,16,0 days 16:30:00,16
2253,2017-0010,146,242,CONDUCTOR,MASCULINO,23.0,2017-10-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2254,2017-0010,147,242,CONDUCTOR,MASCULINO,23.0,2017-10-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2255,2017-0010,148,242,CONDUCTOR,MASCULINO,23.0,2017-10-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2256,2017-0010,146,363,CONDUCTOR,MASCULINO,23.0,2018-08-20,2017-01-16,2017,1,16,0 days 00:40:00,0
2257,2017-0010,147,363,CONDUCTOR,MASCULINO,23.0,2018-08-20,2017-01-16,2017,1,16,0 days 13:56:00,13
2258,2017-0010,148,363,CONDUCTOR,MASCULINO,23.0,2018-08-20,2017-01-16,2017,1,16,0 days 16:30:00,16
2259,2017-0010,146,386,CONDUCTOR,MASCULINO,23.0,2018-10-30,2017-01-16,2017,1,16,0 days 00:40:00,0
2260,2017-0010,147,386,CONDUCTOR,MASCULINO,23.0,2018-10-30,2017-01-16,2017,1,16,0 days 13:56:00,13
2261,2017-0010,148,386,CONDUCTOR,MASCULINO,23.0,2018-10-30,2017-01-16,2017,1,16,0 days 16:30:00,16
2262,2017-0010,146,419,CONDUCTOR,MASCULINO,23.0,2019-01-12,2017-01-16,2017,1,16,0 days 00:40:00,0
2263,2017-0010,147,419,CONDUCTOR,MASCULINO,23.0,2019-01-12,2017-01-16,2017,1,16,0 days 13:56:00,13
2264,2017-0010,148,419,CONDUCTOR,MASCULINO,23.0,2019-01-12,2017-01-16,2017,1,16,0 days 16:30:00,16
2265,2017-0010,146,438,CONDUCTOR,MASCULINO,23.0,2019-03-16,2017-01-16,2017,1,16,0 days 00:40:00,0
2266,2017-0010,147,438,CONDUCTOR,MASCULINO,23.0,2019-03-16,2017-01-16,2017,1,16,0 days 13:56:00,13
2267,2017-0010,148,438,CONDUCTOR,MASCULINO,23.0,2019-03-16,2017-01-16,2017,1,16,0 days 16:30:00,16
2268,2017-0010,146,526,CONDUCTOR,MASCULINO,23.0,2020-01-20,2017-01-16,2017,1,16,0 days 00:40:00,0
2269,2017-0010,147,526,CONDUCTOR,MASCULINO,23.0,2020-01-20,2017-01-16,2017,1,16,0 days 13:56:00,13
2270,2017-0010,148,526,CONDUCTOR,MASCULINO,23.0,2020-01-20,2017-01-16,2017,1,16,0 days 16:30:00,16
2271,2017-0011,149,135,PASAJERO_ACOMPAÑANTE,FEMENINO,29.0,2017-01-22,2017-01-22,2017,1,22,0 days 02:30:00,2
